reaction_id,reaction_name,full_reaction,oleic_acid_pfba_flux,oleic_acid_pfba_LB,oleic_acid_pfba_UB,oleic_acid_1_eflux2_flux,oleic_acid_1_trans_LB,oleic_acid_1_trans_UB,oleic_acid_1_eflux2_LB,oleic_acid_1_eflux2_UB,oleic_acid_2_eflux2_flux,oleic_acid_2_trans_LB,oleic_acid_2_trans_UB,oleic_acid_2_eflux2_LB,oleic_acid_2_eflux2_UB,oleic_acid_3_eflux2_flux,oleic_acid_3_trans_LB,oleic_acid_3_trans_UB,oleic_acid_3_eflux2_LB,oleic_acid_3_eflux2_UB
MCITDm,2 methylcitrate dehydratase mitochondrial,hcit[m] <=> b124tc[m] + h2o[m],5.3149879463500005,5.17719068743,10.51240993779,5.229485542841906,-83557.31677036292,83557.31677036292,5.177190687417692,10.512409938263474,5.2294855428694325,-142600.60339629883,142600.60339629883,5.177190687443635,10.512409938231333,5.2294855428776374,-122182.76794982357,122182.76794982357,5.17719068742212,10.51240993812147
AATA,2 aminoadipate transaminase,2oxoadp[c] + glu_L[c] <=> L2aadp[c] + akg[c],5.3149879463500005,5.17719068743,10.51240993779,5.229485542841906,-inf,inf,5.177190687417692,10.512409938263474,5.2294855428694325,-inf,inf,5.177190687443635,10.512409938231333,5.2294855428776374,-inf,inf,5.17719068742212,10.51240993812147
HICITDm,homoisocitrate dehydrogenase,hicit[m] + nad[m] <=> h[m] + nadh[m] + oxag[m],5.3149879463500005,5.17719068743,10.51240993779,5.229485542841906,-13883.184519457205,13883.184519457205,5.177190687417692,10.512409938263474,5.2294855428694325,-31109.294695648823,31109.294695648823,5.177190687443635,10.512409938231333,5.2294855428776374,-22188.367661711294,22188.367661711294,5.17719068742212,10.51240993812147
HACNHm,homoacontinate hydratase mitochondrial,b124tc[m] + h2o[m] <=> hicit[m],5.3149879463500005,5.17719068743,10.51240993779,5.229485542841906,-2237.676819072238,2237.676819072238,5.177190687417692,10.512409938263474,5.2294855428694325,-7419.298809457393,7419.298809457393,5.177190687443635,10.512409938231333,5.2294855428776374,-4114.231058187089,4114.231058187089,5.17719068742212,10.51240993812147
OXAGm,non enzymatic reaction,h[m] + oxag[m] <=> 2oxoadp[m] + co2[m],5.3149879463500005,5.17719068743,10.51240993779,5.229485542841906,-inf,inf,5.177190687417692,10.512409938263474,5.2294855428694325,-inf,inf,5.177190687443635,10.512409938231333,5.2294855428776374,-inf,inf,5.17719068742212,10.51240993812147
SACCD1,saccharopine dehydrogenase NADP L glutamate forming ,L2aadp6sa[c] + glu_L[c] + h[c] + nadph[c] <=> h2o[c] + nadp[c] + saccrp_L[c],5.3149879463500005,5.17719068743,10.51240993773,5.229485542841906,-18899.769141654673,18899.769141654673,5.177190687417692,10.51240993822142,5.2294855428694325,-34259.334096462306,34259.334096462306,5.177190687443635,10.512409938424467,5.2294855428776374,-27587.543811519376,27587.543811519376,5.17719068742212,10.51240993812147
SACCD2,saccharopine dehydrogenase NAD L lysine forming ,h2o[c] + nad[c] + saccrp_L[c] <=> akg[c] + h[c] + lys_L[c] + nadh[c],5.3149879463500005,5.17719068743,10.51240993773,5.229485542841906,-8185.75066401825,8185.75066401825,5.177190687417692,10.51240993822142,5.2294855428694325,-16763.192507272015,16763.192507272015,5.177190687443635,10.512409938424467,5.2294855428776374,-12194.275999566544,12194.275999566544,5.17719068742212,10.512409938054615
IPDDI,isopentenyl diphosphate D isomerase,ipdp[c] <=> dmpp[c],5.224827080559999,5.0893673471900005,6.66615105414,5.140775098165935,-6086.430483449069,6086.430483449069,5.089367347196891,6.666151054094979,5.140775098168496,-16615.443878110622,16615.443878110622,5.089367347239923,6.666151054260284,5.140775098169261,-9175.123016340529,9175.123016340529,5.089367347210967,6.666151054075569
GRTT,geranyltranstransferase,grdp[c] + ipdp[c] --> frdp[c] + ppi[c],5.224827080559999,5.0893673471900005,6.66615105399,5.140775098165935,0.0,1217.0337745527263,5.089367347196891,6.666151054137032,5.140775098168496,0.0,1360.6393365255065,5.089367347239923,6.666151054163716,5.140775098169261,0.0,1732.202254105094,5.089367347210967,6.666151054142423
DMATT,dimethylallyltranstransferase,dmpp[c] + ipdp[c] --> grdp[c] + ppi[c],5.224827080559999,5.0893673472800005,6.66615105422,5.140775098165935,0.0,1217.0337745527263,5.089367347196891,6.666151054137032,5.140775098168496,0.0,1360.6393365255065,5.089367347239923,6.666151054163716,5.140775098169261,0.0,1732.202254105094,5.089367347210967,6.666151054142423
RPI,ribose 5 phosphate isomerase,r5p[c] <=> ru5p_D[c],-5.16601635356,-69.58823428612,-5.03208135684,-5.082910461473031,-18986.399742054764,18986.399742054764,-69.58823429188536,-5.032081356865871,-5.082910461466219,-46605.51856592903,46605.51856592903,-69.58823429230007,-5.0320813568419,-5.082910461489259,-34392.671848777485,34392.671848777485,-69.58823429147104,-5.032081356872362
G6Pter,glucose 6 phosphate endoplasmic reticular transport via diffusion,g6p[c] <=> g6p[r],5.01809371796,4.88799378804,6.36835655346,4.937367462677406,-inf,inf,4.887993788028764,6.368356553588777,4.937367462661175,-inf,inf,4.887993788065465,6.3683565537056515,4.9373674626396244,-inf,inf,4.887993788051335,6.368356553535747
GND,phosphogluconate dehydrogenase,6pgc[c] + nadp[c] --> co2[c] + nadph[c] + ru5p_D[c],5.01809371796,4.88799378804,198.55645257384,4.937367462677406,0.0,57283.85370921706,4.887993788028764,198.55645258917625,4.937367462661175,0.0,118277.12319161146,4.887993788065465,198.55645259878554,4.9373674626396244,0.0,87609.5887260525,4.887993788051335,198.5564525977974
G6PDH2er,glucose 6 phosphate dehydrogenase endoplasmic reticulum,g6p[r] + nadp[r] --> 6pgl[r] + h[r] + nadph[r],5.01809371796,4.88799378804,6.36835655346,4.937367462677406,0.0,inf,4.887993788028764,6.368356553588777,4.937367462661175,0.0,inf,4.887993788065465,6.368356553609083,4.9373674626396244,0.0,inf,4.887993788051335,6.368356553669456
6PGLter,6 phospho D glucono 1 5 lactone endoplasmic reticular transport via diffusion,6pgl[c] <=> 6pgl[r],-5.01809371796,-6.36835655353,-4.88799378804,-4.937367462677406,-inf,inf,-6.36835655363083,-4.887993788028764,-4.937367462661175,-inf,inf,-6.368356553609083,-4.887993788065465,-4.9373674626396244,-inf,inf,-6.368356553602602,-4.887993788051335
PGL,6 phosphogluconolactonase,6pgl[c] + h2o[c] --> 6pgc[c] + h[c],5.01809371796,4.88799378804,198.55645257384,4.937367462677406,0.0,13529.092453744213,4.887993788028764,198.55645258917625,4.937367462661175,0.0,27231.134599490957,4.887993788065465,198.55645259878554,4.9373674626396244,0.0,18658.44566183677,4.887993788051335,198.5564525977974
GLUt2m,L glutamate reversible transport via proton symport mitochondrial,glu_L[m] + h[m] <=> glu_L[c] + h[c],-4.85348302112,-254.54039399673002,218.81603089496,-4.775404864066898,-inf,inf,-254.54039399794357,218.8160309120147,-4.7754048640692774,-inf,inf,-254.540393999142,218.816030922687,-4.775404864069987,-inf,inf,-254.5403939975605,218.81603090949721
DASYN_SC,CDP Diacylglycerol synthetase yeast specific,ctp[c] + h[c] + 0.01 pa_SC[c] <=> 0.01 cdpdag_SC[c] + ppi[c],4.73107397876,0.7312307114900001,4.81537168156,4.654965020412285,-6086.851020344216,6086.851020344216,0.7312307114806491,4.7499358178985585,4.654965020392799,-17000.74912670798,17000.74912670798,0.7312307114763409,4.749935817958555,4.654965020378635,-10018.827857977207,10018.827857977207,0.7312307114541649,4.749935817988974
PSERS_SC,phosphatidylserine synthase yeast specific,0.01 cdpdag_SC[c] + ser_L[c] <=> cmp[c] + h[c] + 0.01 ps_SC[c],4.2192376305399995,0.23266431728,4.2981690216,4.15136260204564,-16400.51837380158,16400.51837380158,0.23266431726444756,4.2386387703997235,4.151362602011885,-29217.532835994127,29217.532835994127,0.23266431728792666,4.238638770425198,4.1513626020645,-24861.213903282955,24861.213903282955,0.2326643172656764,4.238638770136126
NDPK3,nucleoside diphosphate kinase ATPCDP ,atp[c] + cdp[c] --> adp[c] + ctp[c],4.16619231216,0.0,24.05673043333,4.099170625632004,0.0,85980.45036019456,0.0,24.056730433710534,4.099170625598224,0.0,185432.25501606625,0.0,24.056730433836222,4.099170625650831,0.0,153675.95651953743,0.0,24.056730433602095
CYTK1,cytidylate kinase CMP ,atp[c] + cmp[c] <=> adp[c] + cdp[c],4.16619231216,-18.6663420219,4.26294097716,4.099170625632004,-inf,inf,-18.666342022356684,4.198206121216702,4.099170625598224,-inf,inf,-18.66634202250772,4.198206121215679,4.099170625650831,-inf,inf,-18.66634202213908,4.198206121223731
PRPPS,phosphoribosylpyrophosphate synthetase,atp[c] + r5p[c] <=> amp[c] + h[c] + prpp[c],4.02231208605,3.9180289558199997,89.23979072796,3.957605005915505,-21024.74207282776,21024.74207282776,3.9180289557356556,89.2397907244791,3.9576050058878836,-59913.51764091697,59913.51764091697,3.9180289561051884,89.23979072709194,3.957605005925614,-36029.27204871931,36029.27204871931,3.9180289558309247,89.23979072128145
P5CR,pyrroline 5 carboxylate reductase,1pyr5c[c] + 2.0 h[c] + nadph[c] --> nadp[c] + pro_L[c],3.98852434908,3.88511720535,88.76900983717,3.9243608134855816,0.0,9068.037070034705,3.8851172053330636,88.76900983402493,3.924360813512458,0.0,18452.16213082284,3.885117205387956,88.76900983523107,3.92436081352047,0.0,14705.334149477287,3.8851172053291076,88.7690098342786
G5SADr,L glutamate 5 semialdehyde dehydratase reversible,glu5sa[c] <=> 1pyr5c[c] + h2o[c] + h[c],3.98852434908,3.88511720535,88.76900982651,3.9243608134855816,-inf,inf,3.8851172053330636,88.76900983452956,3.924360813512458,-inf,inf,3.885117205387956,88.76900983358942,3.92436081352047,-inf,inf,3.8851172053291076,88.76900983481343
GLU5K,glutamate 5 kinase,atp[c] + glu_L[c] --> adp[c] + glu5p[c],3.98852434907,0.0,88.76900982651,3.9243608134855816,0.0,3490.8767666075264,0.0,88.76900983452956,3.924360813512458,0.0,8435.191344606315,0.0,88.76900983358942,3.92436081352047,0.0,5916.630624789688,0.0,88.76900983481343
G5SD2,glutamate 5 semialdehyde dehydrogenase,glu5p[c] + h[c] + nadh[c] --> glu5sa[c] + nad[c] + pi[c],3.98852434907,0.0,88.76900982651,3.9243608134855816,0.0,6842.555820921703,0.0,88.76900983452956,3.924360813512458,0.0,14973.792442984035,0.0,88.76900983358942,3.92436081352047,0.0,10202.677962137337,0.0,88.76900983481343
PSERDm_SC,phosphatidylserine decarboxylase yeast specific mitochondrial,h[m] + 0.01 ps_SC[m] --> co2[m] + 0.01 pe_SC[m],3.9803806680300005,0.0,4.048770283470001,3.9163481401215794,0.0,5244.095082471491,0.0,3.994387501833245,3.9163481401780453,0.0,12962.286596296573,0.0,3.9943875018445807,3.9163481401489144,0.0,8403.621124701285,0.0,3.9943875018228896
CBPS,carbamoyl phosphate synthase glutamine hydrolysing ,2.0 atp[c] + gln_L[c] + h2o[c] + hco3[c] --> 2.0 adp[c] + cbp[c] + glu_L[c] + 2.0 h[c] + pi[c],3.96102479603,3.8583306102800004,30.756727666659998,3.8973036467399704,0.0,5812.660964708978,3.8583306103015875,30.756727666479104,3.8973036467434694,0.0,13809.185601358939,3.8583306102972803,30.75672766613464,3.897303646773763,0.0,8244.507216373608,3.8583306102458557,30.75672766676319
IPPMIb,2 isopropylmalate hydratase,2ippm[c] + h2o[c] <=> 3c3hmp[c],-3.7600381473099995,-30.56095182825,-3.66255477475,-3.6995502775412916,-2937.8707494904443,2937.8707494904443,-30.560951831700365,-3.662554774765879,-3.699550277496409,-12509.383935664593,12509.383935664593,-30.56095183281366,-3.662554774755244,-3.699550277541529,-5765.539266461725,5765.539266461725,-30.560951830834853,-3.662554774718647
IPPMIa,3 isopropylmalate dehydratase,3c2hmp[c] <=> 2ippm[c] + h2o[c],-3.7600381473099995,-30.56095182825,-3.66255477475,-3.6995502775412916,-2937.8707494904443,2937.8707494904443,-30.560951831700365,-3.662554774765879,-3.699550277496409,-12509.383935664593,12509.383935664593,-30.56095183281366,-3.662554774755244,-3.699550277541529,-5765.539266461725,5765.539266461725,-30.560951830834853,-3.662554774718647
IPMD,3 isopropylmalate dehydrogenase,3c2hmp[c] + nad[c] --> 3c4mop[c] + h[c] + nadh[c],3.7600381473099995,3.66255477475,30.56095182854,3.6995502775412916,0.0,inf,3.662554774765879,30.560951831700365,3.699550277496409,0.0,inf,3.662554774755244,30.56095183281366,3.699550277541529,0.0,inf,3.662554774718647,30.560951830834853
IPPSm,2 isopropylmalate synthase mitochondrial,3mob[m] + accoa[m] + h2o[m] --> 3c3hmp[m] + coa[m] + h[m],3.7600381473099995,0.0,30.56095182962,3.6995502775412916,0.0,12151.834122140834,0.0,30.56095183115367,3.699550277496409,0.0,23765.3187167443,0.0,30.560951832137686,3.699550277541529,0.0,16281.096678587941,0.0,30.560951831235982
LEUTA,leucine transaminase,akg[c] + leu_L[c] <=> 4mop[c] + glu_L[c],-3.7600381473099995,-8.72578245567,-3.66255477475,-3.6995502775412916,-3877.77071014191,3877.77071014191,-8.72578245574268,-3.662554774765879,-3.699550277496409,-7888.617984440641,7888.617984440641,-8.725782455865401,-3.662554774755244,-3.699550277541529,-5421.238162307298,5421.238162307298,-8.725782455851842,-3.662554774718647
3C3HMPtm,2 Isopropylmalate transport diffusion mitochondrial,3c3hmp[c] <=> 3c3hmp[m],-3.7600381473099995,-30.56095183216,-0.0,-3.6995502775412916,-inf,inf,-30.560951831490094,-0.0,-3.699550277496409,-inf,inf,-30.560951832523962,-0.0,-3.699550277541529,-inf,inf,-30.560951831102273,-0.0
OMCDC,2 Oxo 4 methyl 3 carboxypentanoate decarboxylation,3c4mop[c] + h[c] --> 4mop[c] + co2[c],3.7600381473099995,3.66255477475,30.560951829660002,3.6995502775412916,0.0,3877.77071014191,3.662554774765879,30.56095182993411,3.699550277496409,0.0,7888.617984440641,3.662554774755244,30.56095183068917,3.699550277541529,0.0,5421.238162307298,3.662554774718647,30.560951830768
ASNS1,asparagine synthase glutamine hydrolysing ,asp_L[c] + atp[c] + gln_L[c] + h2o[c] --> amp[c] + asn_L[c] + glu_L[c] + h[c] + ppi[c],3.60443026555,3.51098120873,13.00453311009,3.546445665391358,0.0,13049.680393277695,3.5109812087248278,13.004533110850707,3.5464456654087004,0.0,37327.29092551946,3.5109812087063297,13.004533111005152,3.5464456653720866,0.0,21285.830786743376,3.5109812087217085,13.004533110888234
3MOBtm,3 methyl 2 oxobutanoate transport diffusion mitochondrial,3mob[c] <=> 3mob[m],-3.3391654270499997,-29.44769524085,-3.25259367043,-3.285448151957605,-inf,inf,-29.44769524029227,-3.2525936704376086,-3.2854481519576844,-inf,inf,-29.44769524115113,-3.252593670443902,-3.28544815192846,-inf,inf,-29.447695239744135,-3.2525936703998157
VALTA,valine transaminase,akg[c] + val_L[c] <=> 3mob[c] + glu_L[c],-3.3391654270499997,-9.3427967772,-3.25259367043,-3.285448151957605,-3877.77071014191,3877.77071014191,-9.342796777252282,-3.2525936704376086,-3.2854481519576844,-7888.617984440641,7888.617984440641,-9.34279677742048,-3.252593670443902,-3.28544815192846,-5421.238162307298,5421.238162307298,-9.342796777466438,-3.2525936703998157
ICDHym,Isocitrate dehydrogenase NADP ,icit[m] + nadp[m] --> akg[m] + co2[m] + nadph[m],2.8882464357999997,0.0,72.68282210103,2.8417831108505105,0.0,18006.128239469275,0.0,72.68282210578454,2.8417831107865097,0.0,56081.710055868556,0.0,72.68282210701227,2.8417831108092173,0.0,32171.09404468978,0.0,72.6828221059534
ACONTm,Aconitate hydratase,cit[m] <=> icit[m],2.8882464357999997,-9313.23766923652,10000.0,2.8417831108505105,-34333.473193515434,34333.473193515434,-4594.365579470813,4820.7226264852425,2.8417831107865097,-106191.67159713546,106191.67159713546,-11471.280822275723,11697.637869288219,2.8417831108092173,-59402.302927055156,59402.302927055156,-7870.79009555356,8097.147142564915
H2Oter,H2O endoplasmic reticulum transport,h2o[c] <=> h2o[r],-2.6124135402799995,-3.333075527,-2.5446836736,-2.5703875490829673,-inf,inf,-3.3330755270474897,-2.5446836735984455,-2.5703875491325316,-inf,inf,-3.333075527081858,-2.5446836735716776,-2.5703875491180574,-inf,inf,-3.3330755270377845,-2.544683673572056
C3STKR2,C 3 sterol keto reductase zymosterol ,h[c] + nadph[c] + zym_int2[c] --> nadp[c] + zymst[c],2.6124135402799995,2.5446836736,3.333075527,2.5703875490829673,0.0,3870.6215829244275,2.5446836735984455,3.3330755270895427,2.5703875491325316,0.0,6704.697596519938,2.5446836735716776,3.333075527081858,2.5703875491180574,0.0,6013.569770619576,2.544683673572056,3.3330755270377845
SQLS,Squalene synthase,2.0 frdp[c] + h[c] + nadph[c] --> nadp[c] + 2.0 ppi[c] + sql[c],2.6124135402799995,2.5446836736,3.333075527,2.5703875490829673,0.0,4636.41926898542,2.5446836735984455,3.3330755270895427,2.5703875491325316,0.0,8139.694086283531,2.5446836735716776,3.333075527081858,2.5703875491180574,0.0,7598.691941396564,2.544683673572056,3.3330755270377845
C4STMO2,C 4 sterol methyl oxidase 4 methylzymosterol ,4mzym[c] + 3.0 h[c] + 3.0 nadph[c] + 3.0 o2[c] --> 4.0 h2o[c] + 3.0 nadp[c] + zym_int1[c],2.6124135402799995,2.5446836736,3.33307552703,2.5703875490829673,0.0,12291.872908224477,2.5446836735984455,3.3330755270895427,2.5703875491325316,0.0,28839.95300591501,2.5446836735716776,3.333075527081858,2.5703875491180574,0.0,19060.91025348913,2.544683673572056,3.3330755270377845
LNSTLS,lanosterol synthase,Ssq23epx[c] --> lanost[c],2.6124135402799995,2.5446836736,3.33307552703,2.5703875490829673,0.0,1978.6260916622587,2.5446836735984455,3.3330755270895427,2.5703875491325316,0.0,4177.520063739774,2.5446836735716776,3.333075527081858,2.5703875491180574,0.0,3071.968104057471,2.544683673572056,3.3330755270377845
C3STKR1,C 3 sterol keto reductase 4 methylzymosterol ,4mzym_int2[c] + h[c] + nadph[c] --> 4mzym[c] + nadp[c],2.6124135402799995,2.5446836736,3.333075527,2.5703875490829673,0.0,3870.6215829244275,2.5446836735984455,3.3330755270895427,2.5703875491325316,0.0,6704.697596519938,2.5446836735716776,3.333075527081858,2.5703875491180574,0.0,6013.569770619576,2.544683673572056,3.3330755270377845
SQLEr,Squalene epoxidase endoplasmic reticular NADP ,h[r] + nadph[r] + o2[r] + sql[r] --> Ssq23epx[r] + h2o[r] + nadp[r],2.6124135402799995,2.5446836736,3.33307552703,2.5703875490829673,0.0,5371.097224805604,2.5446836735984455,3.3330755270895427,2.5703875491325316,0.0,16024.44936146505,2.5446836735716776,3.333075527081858,2.5703875491180574,0.0,9255.348516337677,2.544683673572056,3.3330755270377845
C3STDH2,C 3 sterol dehydrogenase zymosterol ,nad[c] + zym_int1[c] --> co2[c] + h[c] + nadh[c] + zym_int2[c],2.6124135402799995,2.5446836736,3.333075527,2.5703875490829673,0.0,4488.810818789149,2.5446836735984455,3.3330755270895427,2.5703875491325316,0.0,7535.180087231035,2.5446836735716776,3.333075527081858,2.5703875491180574,0.0,6433.416553937986,2.544683673572056,3.333075527104639
C4STMO1,C 4 sterol methyl oxidase 4 4 dimethylzymosterol ,44mzym[c] + 3.0 h[c] + 3.0 nadph[c] + 3.0 o2[c] --> 4mzym_int1[c] + 4.0 h2o[c] + 3.0 nadp[c],2.6124135402799995,2.5446836736,3.33307552703,2.5703875490829673,0.0,12291.872908224477,2.5446836735984455,3.3330755270895427,2.5703875491325316,0.0,28839.95300591501,2.5446836735716776,3.333075527081858,2.5703875491180574,0.0,19060.91025348913,2.544683673572056,3.3330755270377845
C3STDH1,C 3 sterol dehydrogenase 4 methylzymosterol ,4mzym_int1[c] + nad[c] --> 4mzym_int2[c] + co2[c] + h[c] + nadh[c],2.6124135402799995,2.5446836736,3.333075527,2.5703875490829673,0.0,4488.810818789149,2.5446836735984455,3.3330755270895427,2.5703875491325316,0.0,7535.180087231035,2.5446836735716776,3.333075527081858,2.5703875491180574,0.0,6433.416553937986,2.544683673572056,3.333075527104639
FTHFL,formate tetrahydrofolate ligase,atp[c] + for[c] + thf[c] --> 10fthf[c] + adp[c] + pi[c],2.6124135402799995,0.0,21.71977860518,2.5703875490829673,0.0,4144.811638559665,0.0,21.719778604704082,2.5703875491325316,0.0,13145.765286104841,0.0,21.719778604923615,2.5703875491180574,0.0,6813.81913309113,0.0,21.719778604763423
LNS14DM,cytochrome P450 lanosterol 14 alpha demethylase NADP ,2.0 h[c] + lanost[c] + 3.0 nadph[c] + 3.0 o2[c] --> 44mctr[c] + for[c] + 4.0 h2o[c] + 3.0 nadp[c],2.6124135402799995,2.5446836736,3.33307552703,2.5703875490829673,0.0,5488.006481656212,2.5446836735984455,3.3330755270895427,2.5703875491325316,0.0,14286.230194860429,2.5446836735716776,3.333075527081858,2.5703875491180574,0.0,8469.807162198933,2.544683673572056,3.3330755270377845
O2ter,O2 transport endoplasmic reticulum,o2[c] <=> o2[r],2.6124135402799995,2.5446836736,3.3330755269899996,2.5703875490829673,-inf,inf,2.5446836735984455,3.3330755270474897,2.5703875491325316,-inf,inf,2.5446836735716776,3.333075527081858,2.5703875491180574,-inf,inf,2.544683673572056,3.3330755270377845
C14STR,C 14 sterol reductase,44mctr[c] + h[c] + nadph[c] --> 44mzym[c] + nadp[c],2.6124135402799995,2.5446836736,3.33307552707,2.5703875490829673,0.0,1372.211888861626,2.5446836735984455,3.3330755270474897,2.5703875491325316,0.0,2684.58293508936,2.5446836735716776,3.333075527081858,2.5703875491180574,0.0,2085.862999925856,2.544683673572056,3.3330755270377845
SQLter,squalene endoplamic reticular transport,sql[c] <=> sql[r],2.6124135402799995,2.5446836736,3.33307552703,2.5703875490829673,-inf,inf,2.5446836735984455,3.3330755270474897,2.5703875491325316,-inf,inf,2.5446836735716776,3.333075527081858,2.5703875491180574,-inf,inf,2.544683673572056,3.3330755270377845
SQ23EPXter,Squalene 2 3 epoxide endoplamic reticular transport,Ssq23epx[r] <=> Ssq23epx[c],2.6124135402799995,2.5446836736,3.3330755269899996,2.5703875490829673,-inf,inf,2.5446836735984455,3.3330755270474897,2.5703875491325316,-inf,inf,2.5446836735716776,3.333075527081858,2.5703875491180574,-inf,inf,2.544683673572056,3.3330755270377845
AICART,phosphoribosylaminoimidazolecarboxamide formyltransferase,10fthf[c] + aicar[c] <=> fprica[c] + thf[c],2.4463900127800002,2.38296449962,10.659394362250001,2.4070348481030046,-17453.542759247335,17453.542759247335,2.3829644996156665,10.659394363054904,2.407034848099531,-47316.25706960736,47316.25706960736,2.382964499633987,10.6593943630057,2.407034848077604,-25079.82839077518,25079.82839077518,2.3829644996937676,10.65939436290329
IMPC,IMP cyclohydrolase,h2o[c] + imp[c] <=> fprica[c],-2.4463900127800002,-10.65939436311,-2.38296449961,-2.4070348481030046,-17453.542759247335,17453.542759247335,-10.65939436292874,-2.382964499699774,-2.407034848099531,-47316.25706960736,47316.25706960736,-10.659394363391971,-2.382964499440851,-2.407034848077604,-25079.82839077518,25079.82839077518,-10.659394362970145,-2.3829644996937676
SHK3D,shikimate dehydrogenase,3dhsk[c] + h[c] + nadph[c] --> nadp[c] + skm[c],2.4353311706,2.3721923708,9.937366543029999,2.396153909910678,0.0,2188.8945392352935,2.3721923708031607,9.937366543135635,2.396153909865146,0.0,5596.100039152101,2.3721923708292634,9.937366543206005,2.396153909910072,0.0,3392.870104046064,2.3721923708370447,9.937366542850926
SHKK,shikimate kinase,atp[c] + skm[c] --> adp[c] + h[c] + skm5p[c],2.4353311706,2.3721923708,9.937366543029999,2.396153909910678,0.0,2188.8945392352935,2.3721923708031607,9.937366543135635,2.396153909865146,0.0,5596.100039152101,2.3721923708292634,9.937366543206005,2.396153909910072,0.0,3392.870104046064,2.3721923708370447,9.937366542850926
DHQS,3 dehydroquinate synthase,2dda7p[c] --> 3dhq[c] + pi[c],2.4353311706,2.3721923708,9.937366542229999,2.396153909910678,0.0,2188.8945392352935,2.3721923708031607,9.93736654284126,2.396153909865146,0.0,5596.100039152101,2.3721923708292634,9.937366542819733,2.396153909910072,0.0,3392.870104046064,2.3721923708370447,9.937366542850926
DHQTi,3 dehydroquinate dehydratase irreversible,3dhq[c] --> 3dhsk[c] + h2o[c],2.4353311706,2.3721923708,9.937366542229999,2.396153909910678,0.0,2188.8945392352935,2.3721923708031607,9.93736654284126,2.396153909865146,0.0,5596.100039152101,2.3721923708292634,9.937366542819733,2.396153909910072,0.0,3392.870104046064,2.3721923708370447,9.937366542850926
PSCVTi,3 phosphoshikimate 1 carboxyvinyltransferase irreversible,pep[c] + skm5p[c] --> 3psme[c] + pi[c],2.4353311706,2.3721923708,9.937366543029999,2.396153909910678,0.0,2188.8945392352935,2.3721923708031607,9.937366543135635,2.396153909865146,0.0,5596.100039152101,2.3721923708292634,9.937366543206005,2.396153909910072,0.0,3392.870104046064,2.3721923708370447,9.937366542850926
CHORS,chorismate synthase,3psme[c] --> chor[c] + pi[c],2.4353311706,2.3721923708,9.937366542229999,2.396153909910678,0.0,4450.541961330858,2.3721923708031607,9.93736654284126,2.396153909865146,0.0,12655.201210196426,2.3721923708292634,9.937366542819733,2.396153909910072,0.0,7733.069653891788,2.3721923708370447,9.937366542850926
DDPA,3 deoxy D arabino heptulosonate 7 phosphate synthetase,e4p[c] + h2o[c] + pep[c] --> 2dda7p[c] + pi[c],2.4353311706,0.0,9.937366542229999,2.396153909910678,0.0,12387.334783422633,0.0,9.93736654284126,2.396153909865146,0.0,39971.31541338805,0.0,9.937366542819733,2.396153909910072,0.0,23129.680195011166,0.0,9.937366542850926
ORNTACim,ornithine transacetylase irreversible mitochondrial,acorn[m] + glu_L[m] --> acglu[m] + orn[m],2.42674151056,2.3638254085900003,85.48721483237,2.387702432033449,0.0,4415.637399033733,2.3638254077211047,85.48721482917679,2.3877024319863547,0.0,9320.717442259893,2.3638254076771137,85.4872148304156,2.3877024320015665,0.0,6699.497795595194,2.3638254076848932,85.48721482978205
OCBTi,ornithine carbamoyltransferase irreversible,cbp[c] + orn[c] --> citr_L[c] + h[c] + pi[c],2.42674151056,2.36382540771,29.262222464519997,2.387702432033449,0.0,3175.0535583528276,2.3638254076790512,29.262222463730406,2.3877024319863547,0.0,8077.890738137589,2.3638254076771137,29.26222246419045,2.3877024320015665,0.0,5150.477099816922,2.3638254076848932,29.262222463934812
ACOTAim,acteylornithine transaminase irreversible mitochondrial,acg5sa[m] + glu_L[m] --> acorn[m] + akg[m],2.42674151056,2.36382540771,85.48721482571,2.387702432033449,0.0,4415.637399033733,2.3638254077211047,85.48721483052252,2.3877024319863547,0.0,11792.851368097578,2.3638254076771137,85.4872148304156,2.3877024320015665,0.0,7779.199316390148,2.3638254076848932,85.48721482797697
AGPRim,N acetyl g glutamyl phosphate reductase irreversible mitochondrial,acg5p[m] + h[m] + nadph[m] --> acg5sa[m] + nadp[m] + pi[m],2.42674151056,2.36382540771,85.48721482571,2.387702432033449,0.0,5710.891036083629,2.3638254077211047,85.48721483052252,2.3877024319863547,0.0,13561.00653146039,2.3638254076771137,85.48721483225039,2.3877024320015665,0.0,8925.08687468275,2.3638254076848932,85.48721482797697
ACGKm,acetylglutamate kinase mitochondrial,acglu[m] + atp[m] --> acg5p[m] + adp[m],2.42674151056,2.36382540771,85.48721482571,2.387702432033449,0.0,5710.891036083629,2.3638254077211047,85.48721483052252,2.3877024319863547,0.0,13561.00653146039,2.3638254076771137,85.4872148304156,2.3877024320015665,0.0,8925.08687468275,2.3638254076848932,85.48721482797697
