reaction_id,reaction_name,full_reaction,glycerol_pfba_flux,glycerol_pfba_LB,glycerol_pfba_UB,glycerol_1_eflux2_flux,glycerol_1_trans_LB,glycerol_1_trans_UB,glycerol_1_eflux2_LB,glycerol_1_eflux2_UB,glycerol_2_eflux2_flux,glycerol_2_trans_LB,glycerol_2_trans_UB,glycerol_2_eflux2_LB,glycerol_2_eflux2_UB,glycerol_3_eflux2_flux,glycerol_3_trans_LB,glycerol_3_trans_UB,glycerol_3_eflux2_LB,glycerol_3_eflux2_UB
ACONTm,Aconitate hydratase,cit[m] <=> icit[m],0.688874827099,-997.722901659376,1000.0,0.4351347319726796,-2473.8873244063943,2473.8873244063943,-1103.1997122774028,1107.3060356594942,0.0,-3057.7793694831867,3057.7793694831867,-1056.7322232731951,1060.8385466558334,0.0,-5276.449863277874,5276.449863277874,,
ICDHym,Isocitrate dehydrogenase NADP ,icit[m] + nadp[m] --> akg[m] + co2[m] + nadph[m],0.688874827099,0.0,62.817953506585,0.4351347319726796,0.0,3976.4742993772397,0.0,4.106323382127782,0.0,0.0,3794.0118855206274,0.0,4.106323382566155,0.0,0.0,6875.3635381078975,,
AGAT_SC,1 Acyl glycerol 3 phosphate acyltransferase yeast specific,0.01 1ag3p_SC[c] + 0.02 dcacoa[c] + 0.06 ddcacoa[c] + 0.17 hdcoa[c] + 0.09 ocdycacoa[c] + 0.24 odecoa[c] + 0.27 pmtcoa[c] + 0.05 stcoa[c] + 0.1 tdcoa[c] --> coa[c] + 0.01 pa_SC[c],0.628767410824,0.283709815656,41.121136885994,0.28663585067251846,0.0,1969.2902798881325,0.28370981565254694,2.3169925179577047,0.2865957502654292,0.0,2316.6027962575945,0.2837098156532827,2.316992518789534,0.3363233758499283,0.0,3473.199675473972,,
GAT1_SC,glycerol 3 phosphate acyltransferase glycerol 3 phosphate yeast specific,0.02 dcacoa[c] + 0.06 ddcacoa[c] + glyc3p[c] + 0.17 hdcoa[c] + 0.09 ocdycacoa[c] + 0.24 odecoa[c] + 0.27 pmtcoa[c] + 0.05 stcoa[c] + 0.1 tdcoa[c] --> 0.01 1ag3p_SC[c] + coa[c],0.628767410824,0.0,73.82357125044,0.28663585067251846,0.0,inf,0.0,3.6725010015893944,0.2865957502654292,0.0,inf,0.0,3.67250100215351,0.3363233758499283,0.0,inf,,
FAS180COA,fatty acyl CoA synthase n C180CoA ,3.0 h[c] + malcoa[c] + 2.0 nadph[c] + pmtcoa[c] --> co2[c] + coa[c] + h2o[c] + 2.0 nadp[c] + stcoa[c],0.606322576778,0.0,9.906323169097,0.2764039366297632,0.0,1245.4378718613484,0.0,0.524627388449432,0.27636526766653774,0.0,1825.9891213052747,0.0,0.5246273885378051,0.3243177880453499,0.0,2489.1191973524305,,
DDPA,3 deoxy D arabino heptulosonate 7 phosphate synthetase,e4p[c] + h2o[c] + pep[c] --> 2dda7p[c] + pi[c],0.580850137399,0.0,27.995974905852,0.0,0.0,1745.4803803698783,0.0,1.1319522537149964,0.0,0.0,1905.190037426136,0.0,1.1319522540029614,0.0,0.0,3049.416342149482,,
PSCVTi,3 phosphoshikimate 1 carboxyvinyltransferase irreversible,pep[c] + skm5p[c] --> 3psme[c] + pi[c],0.580850137399,0.262107237545,27.99597490583,0.2647918298267445,0.0,518.2606525474597,0.26210723754690757,1.1319522537195508,0.2647547854011228,0.0,538.6142301770848,0.2621072375448075,1.1319522539021603,0.3106927549234324,0.0,834.2800170590937,,
SHK3D,shikimate dehydrogenase,3dhsk[c] + h[c] + nadph[c] --> nadp[c] + skm[c],0.580850137399,0.262107237545,27.995974905831,0.2647918298267445,0.0,518.2606525474597,0.26210723754690757,1.1319522537195508,0.2647547854011228,0.0,538.6142301770848,0.2621072375448075,1.1319522539021603,0.3106927549234324,0.0,834.2800170590937,,
SHKK,shikimate kinase,atp[c] + skm[c] --> adp[c] + h[c] + skm5p[c],0.580850137399,0.262107237545,27.995974905793,0.2647918298267445,0.0,518.2606525474597,0.26210723754690757,1.1319522537195508,0.2647547854011228,0.0,538.6142301770848,0.2621072375448075,1.1319522539021603,0.3106927549234324,0.0,834.2800170590937,,
DHQTi,3 dehydroquinate dehydratase irreversible,3dhq[c] --> 3dhsk[c] + h2o[c],0.580850137399,0.262107237545,27.995974905816,0.2647918298267445,0.0,518.2606525474597,0.26210723754690757,1.1319522537149964,0.2647547854011228,0.0,538.6142301770848,0.2621072375448075,1.1319522540029614,0.3106927549234324,0.0,834.2800170590937,,
DHQS,3 dehydroquinate synthase,2dda7p[c] --> 3dhq[c] + pi[c],0.580850137399,0.262107237545,27.995974905816,0.2647918298267445,0.0,518.2606525474597,0.26210723754690757,1.1319522537149964,0.2647547854011228,0.0,538.6142301770848,0.2621072375448075,1.1319522540029614,0.3106927549234324,0.0,834.2800170590937,,
CHORS,chorismate synthase,3psme[c] --> chor[c] + pi[c],0.580850137399,0.262107237545,27.995974905852,0.2647918298267445,0.0,1399.9732786715717,0.26210723754690757,1.1319522537149964,0.2647547854011228,0.0,1519.8895806369499,0.2621072375448075,1.1319522540029614,0.3106927549234324,0.0,2465.7590095113883,,
OCBTi,ornithine carbamoyltransferase irreversible,cbp[c] + orn[c] --> citr_L[c] + h[c] + pi[c],0.578801420052,0.261182758734,63.072803450617,0.26385788218813183,0.0,567.4496414525705,0.2611827587340047,1.9555683630902962,0.2638209684204162,0.0,496.27774046884235,0.261182758736116,1.955568363385091,0.3095969100581291,0.0,904.7079439701924,,
ARGSSr,argininosuccinate synthase reversible,asp_L[c] + atp[c] + citr_L[c] <=> amp[c] + argsuc[c] + h[c] + ppi[c],0.578801420052,0.261182758734,63.072803450742,0.26385788218813183,-inf,inf,0.2611827587340047,1.9555683630902962,0.2638209684204162,-inf,inf,0.261182758736116,1.9555683635290928,0.3095969100581291,-inf,inf,,
ORNTACim,ornithine transacetylase irreversible mitochondrial,acorn[m] + glu_L[m] --> acglu[m] + orn[m],0.578801420052,0.261182758734,220.0304332949,0.26385788218813183,0.0,591.2243194233741,0.2611827587340047,5.612634986726149,0.26382096839161584,0.0,671.4797670392335,0.261182758736116,5.612634987605198,0.3095969100581291,0.0,1125.544217872688,,
ARGSL,argininosuccinate lyase,argsuc[c] <=> arg_L[c] + fum[c],0.578801420052,0.261182758734,63.072803450808,0.26385788218813183,-881.3027178832361,881.3027178832361,0.2611827587340047,1.9555683630902962,0.2638209684204162,-883.8342233535926,883.8342233535926,0.261182758736116,1.9555683636922947,0.3095969100581291,-1652.4944774245334,1652.4944774245334,,
ACGKm,acetylglutamate kinase mitochondrial,acglu[m] + atp[m] --> acg5p[m] + adp[m],0.578801420052,0.261182758734,220.030433294452,0.26385788218813183,0.0,904.7585783333585,0.2611827587340047,5.612634986962984,0.26382096839161584,0.0,878.9861672758915,0.261182758736116,5.612634987989203,0.3095969100581291,0.0,1564.5246994209047,,
AGPRim,N acetyl g glutamyl phosphate reductase irreversible mitochondrial,acg5p[m] + h[m] + nadph[m] --> acg5sa[m] + nadp[m] + pi[m],0.578801420052,0.261182758734,220.030433294864,0.26385788218813183,0.0,904.7585783333585,0.2611827587340047,5.612634986962984,0.26382096839161584,0.0,878.9861672758915,0.261182758736116,5.612634987888401,0.3095969100581291,0.0,1564.5246994209047,,
ORNt3m,ornithine mitochondrial transport via proton antiport,h[c] + orn[m] <=> h[m] + orn[c],0.578801420052,0.261182758734,220.030433294696,0.26385788218813183,-481.9610005498917,481.9610005498917,0.2611827587340047,5.612634986744366,0.26382096839161584,-502.42181153761226,502.42181153761226,0.261182758736116,5.612634988469209,0.3095969100581291,-942.3100307180416,942.3100307180416,,
ACOTAim,acteylornithine transaminase irreversible mitochondrial,acg5sa[m] + glu_L[m] --> acorn[m] + akg[m],0.578801420052,0.261182758734,220.030433294864,0.26385788218813183,0.0,969.6151711119489,0.2611827587340047,5.612634986962984,0.26382096839161584,0.0,1002.7795992005596,0.261182758736116,5.612634987888401,0.3095969100581291,0.0,1692.9623121231425,,
CHORM,chorismate mutase,chor[c] --> pphn[c],0.570918882092,0.257625782302,27.991493450609,0.26026447398076624,0.0,778.096931902698,0.2576257823011718,1.1274707984692607,0.260228062929903,0.0,740.0245599001976,0.25762578229959604,1.1274707987529498,0.30538059456678807,0.0,1342.9936987424674,,
DESAT18,stearoyl CoA desaturase n C180CoA n C181CoA ,h[c] + nadph[c] + o2[c] + stcoa[c] --> 2.0 h2o[c] + nadp[c] + odecoa[c],0.540953057137,0.244103775347,9.458013514266,0.24660396998627734,0.0,9762.010301820223,0.24410377531573402,0.4826173552625805,0.2465694700442926,0.0,12216.189305257845,0.24410377534428168,0.4826173553865015,0.2893520803053596,0.0,21038.497796692136,,
DMATT,dimethylallyltranstransferase,dmpp[c] + ipdp[c] --> grdp[c] + ppi[c],0.488539940636,0.220452481674,3.998844393389,0.22271043165159274,0.0,157.81467273723064,0.22045248167477552,0.29759785422788476,0.22267927441883398,0.0,137.6655923846252,0.2204524816742136,0.29759785424570284,0.26131666374681994,0.0,370.89725750592163,,
IPDDI,isopentenyl diphosphate D isomerase,ipdp[c] <=> dmpp[c],0.488539940636,0.220452481674,3.998844393394,0.22271043165159274,-1657.532290021944,1657.532290021944,0.22045248167477552,0.29759785421877566,0.22267927441883398,-1574.754215258856,1574.754215258856,0.2204524816742136,0.29759785424570284,0.26131666374681994,-2766.4020218001965,2766.4020218001965,,
GRTT,geranyltranstransferase,grdp[c] + ipdp[c] --> frdp[c] + ppi[c],0.488539940636,0.220452481674,3.998844393389,0.22271043165159274,0.0,157.81467273723064,0.22045248167477552,0.29759785421877566,0.22267927441883398,0.0,137.6655923846252,0.2204524816742136,0.2975978542505029,0.26131666374681994,0.0,370.89725750592163,,
6PGLter,6 phospho D glucono 1 5 lactone endoplasmic reticular transport via diffusion,6pgl[c] <=> 6pgl[r],-0.469209634937,-3.797248136709,-0.211729727385,-0.21389833591636517,-inf,inf,-0.28538198820252736,-0.21172972738543372,-0.2138684114999526,-inf,inf,-0.2853819882241844,-0.21172972738408904,-0.25097701580564025,-inf,inf,,
G6PDH2er,glucose 6 phosphate dehydrogenase endoplasmic reticulum,g6p[r] + nadp[r] --> 6pgl[r] + h[r] + nadph[r],0.469209634937,0.211729727385,3.797248136713,0.21389833591636517,0.0,inf,0.21172972738543372,0.2853819881979728,0.2138684114999526,0.0,inf,0.21172972738408904,0.2853819882241844,0.25097701580564025,0.0,inf,,
G6Pter,glucose 6 phosphate endoplasmic reticular transport via diffusion,g6p[c] <=> g6p[r],0.469209634937,0.211729727385,3.79724813672,0.21389833591636517,-inf,inf,0.21172972738543372,0.2853819881979728,0.2138684114999526,-inf,inf,0.21172972738408904,0.2853819882241844,0.25097701580564025,-inf,inf,,
DASYN_SC,CDP Diacylglycerol synthetase yeast specific,ctp[c] + h[c] + 0.01 pa_SC[c] <=> 0.01 cdpdag_SC[c] + ppi[c],0.442416537915,0.031674197212,0.741403964874,0.20168418164504903,-1515.0208582774142,1515.0208582774142,0.0316741972074281,0.20938230755214243,0.2016559659883994,-1740.3081302290695,1740.3081302290695,0.03167419720578478,0.20924786614987906,0.23664557195812677,-2945.0336440642286,2945.0336440642286,,
ACHBSm,2 aceto 2 hydroxybutanoate synthase mitochondrial,2obut[m] + h[m] + pyr[m] --> 2ahbut[m] + co2[m],0.417478475566,0.188386165242,13.960995114021,0.1903156810004331,0.0,803.5112428370052,0.18838616524212756,0.4707837659689353,0.19028905580119457,0.0,710.1202139951691,0.18838616523996657,0.47078376603639605,0.22330637343464182,0.0,1253.0265812580058,,
THRD_Lm,L threonine deaminase mitochondrial,thr_L[m] --> 2obut[m] + nh4[m],0.417478475566,0.188386165242,13.960995114012,0.1903156810004331,0.0,223.03562839659986,0.18838616524212756,0.4707837659507171,0.19028905580119457,0.0,205.97038246946536,0.18838616523996657,0.47078376605079614,0.22330637343464182,0.0,370.1156898829871,,
THRt2m,threonine mitochondrial transport via proton symport,h[c] + thr_L[c] <=> h[m] + thr_L[m],0.417478475566,0.188386165242,13.96099511404,0.1903156810004331,-inf,inf,0.18838616524212756,0.47078376597804433,0.19028905580119457,-inf,inf,0.18838616523996657,0.47078376606519634,0.22330637343464182,-inf,inf,,
3MOPtm,3 Methyl 2 oxopentanoate transport diffusion mitochondrial,3mop[c] <=> 3mop[m],-0.417478475566,-13.96099511404,-0.188386165242,-0.1903156810004331,-inf,inf,-0.4707837659825989,-0.18838616524212756,-0.19028905580119457,-inf,inf,-0.4707837660699964,-0.18838616523996657,-0.22330637343464182,-inf,inf,,
DHAD2m,dihydroxy acid dehydratase 2 3 dihydroxy 3 methylpentanoate mitochondrial,23dhmp[m] --> 3mop[m] + h2o[m],0.417478475566,0.188386165242,13.960995114026,0.1903156810004331,0.0,923.0222677323857,0.18838616524212756,0.4707837659643807,0.19028905580119457,0.0,1049.7241422103796,0.18838616523996657,0.47078376605559624,0.22330637343464182,0.0,1754.1851092530126,,
ILETA,isoleucine transaminase,akg[c] + ile_L[c] <=> 3mop[c] + glu_L[c],-0.417478475566,-13.960995114028,-0.188386165242,-0.1903156810004331,-724.3078616277573,724.3078616277573,-0.4707837659643807,-0.18838616524212756,-0.19028905580119457,-601.7829608528752,601.7829608528752,-0.47078376605559624,-0.18838616523996657,-0.22330637343464182,-1332.3122745623623,1332.3122745623623,,
KARA2im,ketol acid reductoisomerase 2 Aceto 2 hydroxybutanoate mitochondrial,2ahbut[m] + h[m] + nadph[m] --> 23dhmp[m] + nadp[m],0.417478475566,0.188386165242,13.960995114014,0.1903156810004331,0.0,3919.3604178151936,0.18838616524212756,0.4707837659825989,0.19028905580119457,0.0,4523.188319940029,0.18838616523996657,0.47078376607479644,0.22330637343464182,0.0,8053.272786717197,,
PSERS_SC,phosphatidylserine synthase yeast specific,0.01 cdpdag_SC[c] + ser_L[c] <=> cmp[c] + h[c] + 0.01 ps_SC[c],0.394558016413,0.010078153662,0.67091345698,0.17986694400333428,-1297.0407648516175,1297.0407648516175,0.010078153658565134,0.18690696334100818,0.17984178058585232,-1542.305839926915,1542.305839926915,0.010078153657695172,0.18678465532322322,0.21104637703207693,-2756.241642702048,2756.241642702048,,
PHETA1,phenylalanine transaminase,akg[c] + phe_L[c] <=> glu_L[c] + phpyr[c],-0.380621753581,-10.263752594078,-0.171754657454,-0.17351382760326445,-14.164606990268032,14.164606990268032,-0.37356733487951405,-0.17175465745361054,-0.17348955298292568,-16.848194883892415,16.848194883892415,-0.37356733496759364,-0.17175465745290439,-0.20359196562138482,-38.47049521777647,38.47049521777647,,
PPNDH,prephenate dehydratase,h[c] + pphn[c] --> co2[c] + h2o[c] + phpyr[c],0.380621753581,0.171754657454,10.263752594061,0.17351382760326445,0.0,181.81707750852087,0.17175465745361054,0.3735673349022867,0.17348955298292568,0.0,200.83432306041558,0.17175465745290439,0.37356733494839345,0.20359196562138482,0.0,343.802913244192,,
PSERDm_SC,phosphatidylserine decarboxylase yeast specific mitochondrial,h[m] + 0.01 ps_SC[m] --> co2[m] + 0.01 pe_SC[m],0.372179768878,0.0,0.61808475723,0.1696653847179137,0.0,663.550351257926,0.0,0.17604038120461957,0.1696416484980267,0.0,652.3275455045525,0.0,0.17592867698519202,0.19907640589801387,0.0,1173.654047106657,,
ADSS,adenylosuccinate synthase,asp_L[c] + gtp[c] + imp[c] --> dcamp[c] + gdp[c] + 2.0 h[c] + pi[c],0.362544214873,0.163597211274,219.664552332113,0.2658528386539047,0.0,1764.8371584112413,0.16359721133576213,5.346314303036239,0.26581564586894757,0.0,2002.9191678637571,0.16359721126972632,5.346314303836853,0.3119376866698743,0.0,3196.437896108163,,
ADSL1r,adenylsuccinate lyase,dcamp[c] <=> amp[c] + fum[c],0.362544214873,0.163597211274,219.664552332113,0.2658528386539047,-1160.0403216788643,1160.0403216788643,0.16359721133576213,5.346314303036239,0.26581564586894757,-1360.5757378459557,1360.5757378459557,0.16359721126492627,5.346314304182457,0.3119376866698743,-2131.161226048425,2131.161226048425,,
CYTK1,cytidylate kinase CMP ,atp[c] + cmp[c] <=> adp[c] + cdp[c],0.354390002748,-11.399592372517,0.695925315344,0.161555573904656,-inf,inf,-0.8469508429012506,0.16955726338062663,0.1615329722469728,-inf,inf,-0.8469508429665318,0.16942425045057288,-0.7839499912491439,-inf,inf,,
NDPK3,nucleoside diphosphate kinase ATPCDP ,atp[c] + cdp[c] --> adp[c] + ctp[c],0.354390002748,0.0,12.15645082269,0.161555573904656,0.0,10593.941849357958,0.0,1.0527112051994596,0.1615329722469728,0.0,11553.25363704862,0.0,1.0527112052802838,0.0,0.0,20353.844559001504,,
TRDR,thioredoxin reductase NADPH ,h[c] + nadph[c] + trdox[c] --> nadp[c] + trdrd[c],0.335791263368,0.151525005791,13.142335885965,0.15307697690445593,0.0,1471.7527661849556,0.15152500579237557,0.7132909245519712,0.1530555614907489,0.0,1475.6810692749416,0.15152500579313644,0.7132909247221348,1.1211771536963921,0.0,2619.4673086885086,,
SO4ti,sulfate irreversible uniport,so4[e] --> so4[c],0.300179269328,0.135455178515,12.906419840127,0.13684255693914618,0.0,1360.5309968272884,0.13545517851474737,0.6972210973107792,0.136823412726292,0.0,1149.0372909704176,0.1354551785142601,0.6972210974720588,0.16056383247755626,0.0,2177.1868749545683,,
EX_so4_e,Sulfate exchange,so4[e] <=> ,-0.300179269328,-12.906419840112,-0.135455178515,-0.13684255693914618,-45545.36009732487,4554.5360097324865,-0.6972210973016703,-0.13545517851474737,-0.136823412726292,-48000.555224764714,4800.055522476471,-0.697221097476859,-0.1354551785142601,-0.16056383247755626,-86840.8469927234,8684.08469927234,,
PRAMPC,phosphoribosyl AMP cyclohydrolase,h2o[c] + prbamp[c] --> prfp[c],0.248372944155,0.112077697984,21.016930566691,0.11322563623115342,0.0,437.78200125548665,0.11207769798572374,0.9784328105600896,0.11320979594483432,0.0,466.03739067724064,0.11207769798260196,0.9784328108264704,0.1328529844443763,0.0,762.288954902126,,
HISTD,histidinol dehydrogenase,h2o[c] + histd[c] + 2.0 nad[c] --> 3.0 h[c] + his_L[c] + 2.0 nadh[c],0.248372944155,0.112077697984,21.016930566653,0.11322563623115342,0.0,437.78200125548665,0.11207769798572374,0.9784328105828622,0.11320979594483432,0.0,466.03739067724064,0.11207769798260196,0.9784328107208691,0.1328529844443763,0.0,762.288954902126,,
PRATPP,phosphoribosyl ATP pyrophosphatase,h2o[c] + prbatp[c] --> h[c] + ppi[c] + prbamp[c],0.248372944155,0.112077697984,21.016930566691,0.11322563623115342,0.0,437.78200125548665,0.11207769798572374,0.9784328105783078,0.11320979594483432,0.0,466.03739067724064,0.11207769798260196,0.9784328108648708,0.1328529844443763,0.0,762.288954902126,,
IG3PS,Imidazole glycerol 3 phosphate synthase,gln_L[c] + prlp[c] --> aicar[c] + eig3p[c] + glu_L[c] + h[c],0.248372944155,0.112077697984,21.016930566685,0.11322563623115342,0.0,577.6062567542739,0.11207769798572374,0.9784328105236533,0.11320979594483432,0.0,542.5982762607404,0.11207769798260196,0.9784328108072702,0.1328529844443763,0.0,1017.3405225197547,,
PRMICIi,1 5 phosphoribosyl 5 5 phosphoribosylamino methylideneamino imidazole 4 carboxamide isomerase irreversible ,prfp[c] --> prlp[c],0.248372944155,0.112077697984,21.016930566691,0.11322563623115342,0.0,386.36128970560685,0.11207769798572374,0.9784328105783078,0.11320979594483432,0.0,331.3958332717756,0.11207769798260196,0.9784328108648708,0.1328529844443763,0.0,641.059132500284,,
IGPDH,imidazoleglycerol phosphate dehydratase,eig3p[c] --> h2o[c] + imacp[c],0.248372944155,0.112077697984,21.016930566685,0.11322563623115342,0.0,819.2699374306796,0.11207769798572374,0.9784328105236533,0.11320979594483432,0.0,977.8673110389068,0.11207769798260196,0.9784328108072702,0.1328529844443763,0.0,1603.3425580266521,,
HSTPT,histidinol phosphate transaminase,glu_L[c] + imacp[c] --> akg[c] + hisp[c],0.248372944155,0.112077697984,21.016930566694,0.11322563623115342,0.0,466.38448739660663,0.11207769798572374,0.9784328105236533,0.11320979594483432,0.0,429.6049692616442,0.11207769798260196,0.9784328107688697,0.1328529844443763,0.0,802.4094262127643,,
ATPPRT,ATP phosphoribosyltransferase,atp[c] + prpp[c] --> ppi[c] + prbatp[c],0.248372944155,0.112077697984,21.016930566698,0.11322563623115342,0.0,983.5065059416331,0.11207769798572374,0.9784328105600896,0.11320979594483432,0.0,934.9068141127424,0.11207769798260196,0.9784328108504707,0.1328529844443763,0.0,1622.7080669060297,,
HISTP,histidinol phosphatase,h2o[c] + hisp[c] --> histd[c] + pi[c],0.248372944155,0.112077697984,21.016930566653,0.11322563623115342,0.0,159.27212426034504,0.11207769798572374,0.9784328105828622,0.11320979594483432,0.0,129.60149910686474,0.11207769798260196,0.9784328107208691,0.1328529844443763,0.0,329.03996925542896,,
FORt,formate transport via diffusion,for[e] <=> for[c],-0.244269970318,-69.819800077045,-0.0,-44.94664693799324,-inf,inf,-55.750964417226875,-42.362197684500956,-44.10352649587203,-inf,inf,-55.75096441809247,-41.32732950729798,-16.939795776959325,-inf,inf,,
C4STMO2,C 4 sterol methyl oxidase 4 methylzymosterol ,4mzym[c] + 3.0 h[c] + 3.0 nadph[c] + 3.0 o2[c] --> 4.0 h2o[c] + 3.0 nadp[c] + zym_int1[c],0.244269970318,0.110226240837,1.999422196695,0.11135521582351911,0.0,959.8684640511216,0.11022624083511047,0.14879892711394238,0.11133963720701695,0.0,1143.2292237882211,0.1102262408371068,0.14879892712285142,0.13065833187775203,0.0,1676.4625511945253,,
C4STMO1,C 4 sterol methyl oxidase 4 4 dimethylzymosterol ,44mzym[c] + 3.0 h[c] + 3.0 nadph[c] + 3.0 o2[c] --> 4mzym_int1[c] + 4.0 h2o[c] + 3.0 nadp[c],0.244269970318,0.110226240837,1.999422196695,0.11135521582351911,0.0,959.8684640511216,0.11022624083511047,0.14879892711394238,0.11133963720701695,0.0,1143.2292237882211,0.1102262408371068,0.14879892712285142,0.13065833187775203,0.0,1676.4625511945253,,
C3STKR1,C 3 sterol keto reductase 4 methylzymosterol ,4mzym_int2[c] + h[c] + nadph[c] --> 4mzym[c] + nadp[c],0.244269970318,0.110226240837,1.999422196695,0.11135521582351911,0.0,735.7852923722833,0.11022624083511047,0.14879892711394238,0.11133963720701695,0.0,607.6870291455213,0.1102262408371068,0.14879892712285142,0.13065833187775203,0.0,1141.4360928723563,,
O2ter,O2 transport endoplasmic reticulum,o2[c] <=> o2[r],0.244269970318,0.110226240837,1.999422196697,0.11135521582351911,-inf,inf,0.11022624083511047,0.14879892710938783,0.11133963720701695,-inf,inf,0.1102262408371068,0.14879892712285142,0.13065833187775203,-inf,inf,,
C3STKR2,C 3 sterol keto reductase zymosterol ,h[c] + nadph[c] + zym_int2[c] --> nadp[c] + zymst[c],0.244269970318,0.110226240837,1.999422196695,0.11135521582351911,0.0,735.7852923722833,0.11022624083511047,0.14879892711394238,0.11133963720701695,0.0,607.6870291455213,0.1102262408371068,0.14879892712285142,0.13065833187775203,0.0,1141.4360928723563,,
SQ23EPXter,Squalene 2 3 epoxide endoplamic reticular transport,Ssq23epx[r] <=> Ssq23epx[c],0.244269970318,0.110226240837,1.999422196697,0.11135521582351911,-inf,inf,0.11022624083511047,0.14879892710938783,0.11133963720701695,-inf,inf,0.1102262408371068,0.14879892712285142,0.13065833187775203,-inf,inf,,
LNS14DM,cytochrome P450 lanosterol 14 alpha demethylase NADP ,2.0 h[c] + lanost[c] + 3.0 nadph[c] + 3.0 o2[c] --> 44mctr[c] + for[c] + 4.0 h2o[c] + 3.0 nadp[c],0.244269970318,0.110226240837,1.999422196691,0.11135521582351911,0.0,877.3402715547688,0.11022624083511047,0.14879892711394238,0.11133963720701695,0.0,948.3949701309012,0.1102262408371068,0.14879892712285142,0.13065833187775203,0.0,1584.584935076224,,
LNSTLS,lanosterol synthase,Ssq23epx[c] --> lanost[c],0.244269970318,0.110226240837,1.999422196695,0.11135521582351911,0.0,314.4451661119309,0.11022624083511047,0.14879892711394238,0.11133963720701695,0.0,261.79502819586673,0.1102262408371068,0.14879892712285142,0.13065833187775203,0.0,489.2613319570037,,
C3STDH2,C 3 sterol dehydrogenase zymosterol ,nad[c] + zym_int1[c] --> co2[c] + h[c] + nadh[c] + zym_int2[c],0.244269970318,0.110226240837,1.999422196695,0.11135521582351911,0.0,593.6382235085323,0.11022624083511047,0.14879892711394238,0.11133963720701695,0.0,636.5353628356049,0.1102262408371068,0.14879892712285142,0.13065833187775203,0.0,1055.7241768905383,,
C3STDH1,C 3 sterol dehydrogenase 4 methylzymosterol ,4mzym_int1[c] + nad[c] --> 4mzym_int2[c] + co2[c] + h[c] + nadh[c],0.244269970318,0.110226240837,1.999422196695,0.11135521582351911,0.0,593.6382235085323,0.11022624083511047,0.14879892711394238,0.11133963720701695,0.0,636.5353628356049,0.1102262408371068,0.14879892712285142,0.13065833187775203,0.0,1055.7241768905383,,
SQLEr,Squalene epoxidase endoplasmic reticular NADP ,h[r] + nadph[r] + o2[r] + sql[r] --> Ssq23epx[r] + h2o[r] + nadp[r],0.244269970318,0.110226240837,1.999422196695,0.11135521582351911,0.0,488.9749860048797,0.11022624083511047,0.14879892711394238,0.11133963720701695,0.0,545.2863073533272,0.1102262408371068,0.14879892712285142,0.13065833187775203,0.0,863.0243374136851,,
SQLS,Squalene synthase,2.0 frdp[c] + h[c] + nadph[c] --> nadp[c] + 2.0 ppi[c] + sql[c],0.244269970318,0.110226240837,1.999422196694,0.11135521582351911,0.0,835.1197227445488,0.11022624083511047,0.14879892710938783,0.11133963720701695,0.0,793.2091750892369,0.1102262408371068,0.14879892712285142,0.13065833187775203,0.0,1393.621912539225,,
SQLter,squalene endoplamic reticular transport,sql[c] <=> sql[r],0.244269970318,0.110226240837,1.999422196697,0.11135521582351911,-inf,inf,0.11022624083511047,0.14879892710938783,0.11133963720701695,-inf,inf,0.1102262408371068,0.14879892712285142,0.13065833187775203,-inf,inf,,
H2Oter,H2O endoplasmic reticulum transport,h2o[c] <=> h2o[r],-0.244269970318,-1.999422196695,-0.110226240837,-0.11135521582351911,-inf,inf,-0.14879892710938783,-0.11022624083511047,-0.11133963720701695,-inf,inf,-0.14879892711805137,-0.1102262408371068,-0.13065833187775203,-inf,inf,,
EX_for(e),Formate exchange,for[e] --> ,0.244269970318,0.0,69.819800077038,44.94664693799324,-0.0,4554.5360097324865,42.36219768573979,55.75096441711301,44.10352649587203,-0.0,4800.055522476471,41.3273295080084,55.750964417895666,16.939795776959325,-0.0,8684.08469927234,,
C14STR,C 14 sterol reductase,44mctr[c] + h[c] + nadph[c] --> 44mzym[c] + nadp[c],0.244269970318,0.110226240837,1.999422196693,0.11135521582351911,0.0,264.5274514452628,0.11022624083511047,0.14879892711394238,0.11133963720701695,0.0,212.01845242778575,0.1102262408371068,0.14879892712285142,0.13065833187775203,0.0,455.0460382418706,,
DHORtn, S Dihydrooroate nuclear transport,dhor_S[c] <=> dhor_S[n],-0.239090148559,-35.846870128283,-0.107888858636,-0.10899389335559428,-inf,inf,-0.6266405416800879,-0.10788885863442217,-0.10897864508610587,-inf,inf,-0.6266405418169272,-0.10788885863409281,-2.111542554485377,-inf,inf,,
H2Otn,H2O transport nuclear,h2o[n] <=> h2o[c],0.239090148559,0.107888858636,35.846870128287,0.10899389335559428,-inf,inf,0.10788885863442217,0.6266405416800879,0.10897864508610587,-inf,inf,0.10788885863409281,0.6266405418169272,2.111542554485377,-inf,inf,,
CBPtn,carbamoyl phosphate nuclear transport via diffusion,cbp[c] <=> cbp[n],0.239090148559,0.107888858636,35.846870128237,0.10899389335559428,-inf,inf,0.10788885863442217,0.6266405416800879,0.10897864508610587,-inf,inf,0.10788885863409281,0.6266405418169272,2.111542554485377,-inf,inf,,
