reaction_id,reaction_name,full_reaction,Glycerol MFA-Constrained GSM flux,Glycerol MFA-Constrained GSM LB,Glycerol MFA-Constrained GSM UB
ASPt2m,aspartate mitochondrial transport via proton symport,asp_L[c] + h[c] --> asp_L[m] + h[m],3.055843601406,0.0,977.098463216818
ATPCitL,ATP Citrate Lyase YL,atp[c] + cit[c] + coa[c] --> accoa[c] + adp[c] + oaa[c] + pi[c],0.0,0.0,9.715435785289
ASPt2r,L aspartate reversible transport via proton symport,asp_L[e] + h[e] <=> asp_L[c] + h[c],0.0,-0.527392821072,-0.0
ATP2tp_H,AMPATP transporter peroxisomal,amp[x] + atp[c] + h[x] --> amp[c] + atp[x] + h[c],0.0,0.0,-0.0
ATPATF1,ATP adenylyltransferase,adp[c] + atp[c] + h[c] --> ap4a[c] + pi[c],0.0,0.0,5.834283083108
ATPATF2,ATP adenylyltransferase,adp[c] + gtp[c] + h[c] --> ap4g[c] + pi[c],0.0,0.0,-0.0
ATPATF3,ATP adenylyltransferase,gdp[c] + gtp[c] + h[c] --> gp4g[c] + pi[c],0.0,0.0,-0.0
ATPM,ATP maintenance requirement,atp[c] + h2o[c] --> adp[c] + h[c] + pi[c],0.0,0.0,5.834283082504
ATPPRT,ATP phosphoribosyltransferase,atp[c] + prpp[c] --> ppi[c] + prbatp[c],0.271022710079,0.269495585706,0.501705857646
ADSK,adenylyl sulfate kinase,aps[c] + atp[c] --> adp[c] + h[c] + paps[c],0.24075348495,0.239396917765,0.371994260549
ATPS3g,ATP synthase Golgi Apparatus,adp[g] + 3.0 h[c] + pi[g] --> atp[g] + h2o[g] + 2.0 h[g],0.0,0.0,-0.0
BPNT,3 5 bisphosphate nucleotidase,h2o[c] + pap[c] --> amp[c] + pi[c],0.24075348495,0.0,0.371994260549
ATPS3v,ATP synthase vacuole,adp[v] + 3.0 h[c] + pi[v] --> atp[v] + h2o[v] + 2.0 h[v],0.0,0.0,-0.0
CYSS,cysteine synthase,acser[c] + h2s[c] --> ac[c] + cys_L[c] + h[c],0.018266793183,0.018163865775,0.356910188823
ATPtp_H,ADPATP transporter peroxisomal YL,adp[x] + atp[c] + h[x] --> adp[c] + atp[x] + h[c],0.0,0.0,0.189732783171
PAPSR,phosphoadenylyl sulfate reductase thioredoxin ,paps[c] + trdrd[c] --> 2.0 h[c] + pap[c] + so3[c] + trdox[c],0.24075348495,0.239396917765,0.371994260549
BTNt2i,Biotin uptake,btn[e] + h[e] --> btn[c] + h[c],0.0,0.0,-0.0
BTSr,biotin synthase,dtbt[c] + s[c] <=> btn[c] + 2.0 h[c],0.0,0.0,-0.0
SERATi,serine O acetyltransferase irreversible,accoa[c] + ser_L[c] --> acser[c] + coa[c],0.018266793183,0.018163865775,0.356910188823
C22STDS,C 22 sterol desaturase NADP ,ergtrol[c] + h[c] + nadph[c] + o2[c] --> ergtetrol[c] + 2.0 h2o[c] + nadp[c],0.0,0.0,0.207425292988
SLFAT,sulfate adenylyltransferase ADP ,adp[c] + h[c] + so4[c] <=> aps[c] + pi[c],0.24075348495,-5.594886164739,0.371994260549
SULR,sulfite reductase NADPH2 ,3.0 h2o[c] + h2s[c] + 3.0 nadp[c] <=> 5.0 h[c] + 3.0 nadph[c] + so3[c],-0.24075348495,-0.371994260549,-0.239396917765
ACACT1,acetyl CoA C acetyltransferase,2.0 accoa[c] <=> aacoa[c] + coa[c],-4.469318614961,-8.195659118812,-0.6134451352
ACCOACr,acetyl CoA carboxylase reversible reaction,accoa[c] + atp[c] + hco3[c] <=> adp[c] + h[c] + malcoa[c] + pi[c],8.719054628496,8.669925605944,9.822376585205
DESAT16,Palmitoyl CoA desaturase n C160CoA n C161CoA ,h[c] + nadph[c] + o2[c] + pmtcoa[c] --> 2.0 h2o[c] + hdcoa[c] + nadp[c],0.189100068866,0.188024338744,0.342585097027
DESAT18,stearoyl CoA desaturase n C180CoA n C181CoA ,h[c] + nadph[c] + o2[c] + stcoa[c] --> 2.0 h2o[c] + nadp[c] + odecoa[c],0.46689624569,0.464265437978,0.601150058588
DESAT18_2,Oleoyl CoA desaturase n C181CoA n C182CoA ,h[c] + nadph[c] + o2[c] + odecoa[c] --> 2.0 h2o[c] + nadp[c] + ocdycacoa[c],0.186055702875,0.185007339814,0.31539994064
C5STDS,C 5 sterol desaturase,epist[c] + h[c] + nadph[c] + o2[c] --> ergtrol[c] + 2.0 h2o[c] + nadp[c],0.0,0.0,0.20742529299
C8STI,C 8 sterol isomerase,fecost[c] --> epist[c],0.0,0.0,0.20742529299
CAT,catalase,2.0 h2o2[c] --> 2.0 h2o[c] + o2[c],0.0,0.0,2.593014703567
CATp,catalase A peroxisomal,2.0 h2o2[x] --> 2.0 h2o[x] + o2[x],0.0,0.0,0.576225489682
CBASPtn,N carbomoyl L aspartate transport diffusion,cbasp[n] <=> cbasp[c],0.0,0.0,-0.0
FAS100COA,fatty acyl CoA synthase n C100CoA ,3.0 h[c] + malcoa[c] + 2.0 nadph[c] + occoa[c] --> co2[c] + coa[c] + dcacoa[c] + h2o[c] + 2.0 nadp[c],1.214234813794,0.086334862547,1.39712578074
CBPSn,carbamoyl phosphate synthase glutamine hydrolysing nuclear,2.0 atp[n] + gln_L[n] + h2o[n] + hco3[n] --> 2.0 adp[n] + cbp[n] + glu_L[n] + 2.0 h[n] + pi[n],0.0,0.0,-0.0
FAS120COA,fatty acyl CoA synthase n C120CoA ,dcacoa[c] + 3.0 h[c] + malcoa[c] + 2.0 nadph[c] --> co2[c] + coa[c] + ddcacoa[c] + h2o[c] + 2.0 nadp[c],1.192527263414,0.06475114691,1.37554054531
CDPDGPm_SC,CDP diacylglycerol serine O phosphatidyltransferae yeast specific mitochondrial,0.01 cdpdag_SC[m] + glyc3p[m] <=> cmp[m] + h[m] + 0.01 pgp_SC[m],0.0,0.0,-0.0
CDPtn,CDP nuclear transport,cdp[c] <=> cdp[n],0.0,0.0,-0.0
CERH124,Ceramide 1 hydroxylase 24C ,cer1_24[c] + h[c] + nadph[c] + o2[c] --> cer2_24[c] + h2o[c] + nadp[c],0.0,0.0,-0.0
CERH126,Ceramide 1 hydroxylase 26C ,cer1_26[c] + h[c] + nadph[c] + o2[c] --> cer2_26[c] + h2o[c] + nadp[c],0.0,0.0,-0.0
CERS124,Ceramide 1 synthase 24C ,sphgn[c] + ttccoa[c] --> cer1_24[c] + coa[c] + h[c],0.0,0.0,-0.0
CERS126,Ceramide 1 synthase 26C ,hexccoa[c] + sphgn[c] --> cer1_26[c] + coa[c] + h[c],0.0,0.0,-0.0
CERS224,Ceramide 2 synthase 24C ,psphings[c] + ttccoa[c] --> cer2_24[c] + coa[c] + h[c],0.0,0.0,-0.0
CERS226,Ceramide 2 synthase 26C ,hexccoa[c] + psphings[c] --> cer2_26[c] + coa[c] + h[c],0.0,0.0,-0.0
CERS2_24,Ceramide 2 synthase 24C ,cer1_24[c] + h[c] + nadph[c] + o2[c] --> cer2__24[c] + h2o[c] + nadp[c],0.0,0.0,-0.0
CERS2_26,Ceramide 2 synthase 26C ,cer1_26[c] + h[c] + nadph[c] + o2[c] --> cer2__26[c] + h2o[c] + nadp[c],0.0,0.0,-0.0
CERS324,Ceramide 3 synthase 24C ,cer2_24[c] + h[c] + nadph[c] + o2[c] --> cer3_24[c] + h2o[c] + nadp[c],0.0,0.0,-0.0
CERS326,Ceramide 3 synthase 26C ,cer2_26[c] + h[c] + nadph[c] + o2[c] --> cer3_26[c] + h2o[c] + nadp[c],0.0,0.0,-0.0
CHLPCTD,choline phosphate cytididyltransferase,cholp[c] + ctp[c] + h[c] --> cdpchol[c] + ppi[c],0.0,0.0,1.906919e-05
FAS140COA,fatty acyl CoA synthase n C140CoA ,ddcacoa[c] + 3.0 h[c] + malcoa[c] + 2.0 nadph[c] --> co2[c] + coa[c] + h2o[c] + 2.0 nadp[c] + tdcoa[c],1.127404612274,0.0,1.310784839021
CHLt2,choline transport via proton symport,chol[e] + h[e] --> chol[c] + h[c],0.0,0.0,-0.0
CHOLK,Choline kinase,atp[c] + chol[c] --> adp[c] + cholp[c] + h[c],0.0,0.0,1.906919e-05
FAS160COA,fatty acyl CoA synthase n C160CoA ,3.0 h[c] + malcoa[c] + 2.0 nadph[c] + tdcoa[c] --> co2[c] + coa[c] + h2o[c] + 2.0 nadp[c] + pmtcoa[c],1.018866860374,0.0,1.176895228384
FAS180COA,fatty acyl CoA synthase n C180CoA ,3.0 h[c] + malcoa[c] + 2.0 nadph[c] + pmtcoa[c] --> co2[c] + coa[c] + h2o[c] + 2.0 nadp[c] + stcoa[c],0.523316637257,0.0,0.664430177802
CHRPL,Chorismate pyruvate lyase,chor[c] --> 4hbz[c] + pyr[c],0.0,0.0,-0.0
CHTNDA,chitin deacetylase,chitin[c] + h2o[c] --> ac[c] + chitos[c] + h[c],0.0,0.0,-0.0
CHTNS,chitin synthase,udpacgal[c] --> chitin[c] + h[c] + udp[c],3.233912917643,3.215690875526,3.233912917645
CITt2r,citrate reversible transport via symport,cit[e] + h[e] <=> cit[c] + h[c],0.0,-0.3646426927,-0.0
FAS80COA_L,fatty acyl CoA synthase n C80CoA lumped reaction,accoa[c] + 9.0 h[c] + 3.0 malcoa[c] + 6.0 nadph[c] --> 3.0 co2[c] + 3.0 coa[c] + 3.0 h2o[c] + 6.0 nadp[c] + occoa[c],1.214234813794,0.086334862547,1.397125780745
CITtap,citratemalate antiport into peroxisome,cit[x] + mal_L[c] <=> cit[c] + mal_L[x],0.0,0.0,1.158581037797
CITtbm,citrate transport mitochondrial,cit[c] + pep[m] <=> cit[m] + pep[c],0.0,-1.160637357824,-0.0
CITtcm,citrate transport mitochondrial,cit[c] + icit[m] <=> cit[m] + icit[c],-998.301132202664,-1000.0,1000.0
CITtcp,citrateisocitrate antiport into peroxisome,cit[c] + icit[x] <=> cit[x] + icit[c],0.0,-0.24058899312,-0.0
CLPNSm_SC,cardiolipin synthase yeast specific mitochondrial,0.01 cdpdag_SC[m] + 0.01 pg_SC[m] --> 0.01 clpn_SC[m] + cmp[m] + h[m],0.0,0.0,-0.0
CMPN,CMP nucleosidase,cmp[c] + h2o[c] --> csn[c] + r5p[c],0.0,0.0,1.573184002602
CMPtm,CMP transport diffusion mitochondrial,cmp[c] <=> cmp[m],0.0,0.0,-0.0
DHFRi,dihydrofolate reductase irreversible ,dhf[c] + h[c] + nadph[c] --> nadp[c] + thf[c],0.0,0.0,0.536664557028
CO2tg,CO2 Golgi transport,co2[c] <=> co2[g],0.0,0.0,-0.0
FTHFL,formate tetrahydrofolate ligase,atp[c] + for[c] + thf[c] --> 10fthf[c] + adp[c] + pi[c],0.0,0.0,1.182275407577
CO2tn,CO2 nuclear transport via diffusion,co2[n] <=> co2[c],0.0,0.0,-0.0
CO2tp,CO2 peroxisomal transport,co2[c] <=> co2[x],0.0,-0.240588993093,-0.0
CO2tv,CO2 vacuolar transport,co2[c] <=> co2[v],0.0,-0.320904566602,-0.0
CPPPGO,coproporphyrinogen oxidase O2 required ,cpppg3[c] + 2.0 h[c] + o2[c] --> 2.0 co2[c] + 2.0 h2o[c] + pppg9[c],0.0,0.0,-0.0
CRNCARtm,carnithine acetylcarnithine carrier mitochondrial,acrn[c] + crn[m] --> acrn[m] + crn[c],0.0,0.0,7.779044110005
CRNCARtp,carnitine acetylcarnitine carrier peroxisomal,acrn[x] + crn[c] --> acrn[c] + crn[x],0.0,0.0,1.15245097926
CRNt,L carnitine reversible transport,crn[e] <=> crn[c],0.0,0.0,-0.0
CRNtim,L carnitine transport out of mitochondria via diffusion,crn[m] --> crn[c],0.0,0.0,7.779044110005
CRNtp,carnitine transport into peroxsiome,crn[c] --> crn[x],0.0,0.0,1.15245097926
CSNAT,carnitine O acetyltransferase,accoa[c] + crn[c] --> acrn[c] + coa[c],0.0,0.0,7.779044110005
CSNATifm,carnitine O aceyltransferase forward reaction mitochondrial,acrn[m] + coa[m] --> accoa[m] + crn[m],0.0,0.0,1000.0
CSNATirm,carnitine O acetyltransferase reverse direction mitochondrial,accoa[m] + crn[m] --> acrn[m] + coa[m],0.0,0.0,1000.0
CSNATirp,carnitine O acetyltransferase reverse direction peroxisomal,accoa[x] + crn[x] --> acrn[x] + coa[x],0.0,0.0,1.15245097926
CSND,Cytosine deaminase,csn[c] + h2o[c] + h[c] --> nh4[c] + ura[c],0.0,0.0,1.573184002592
CSNt2,cytosine transport in via proton symport,csn[e] + h[e] --> csn[c] + h[c],0.0,0.0,-0.0
CSp,citrate synthase,accoa[x] + h2o[x] + oaa[x] --> cit[x] + coa[x] + h[x],0.0,0.0,1.158581037661
CTPS1,CTP synthase NH3 ,atp[c] + nh4[c] + utp[c] --> adp[c] + ctp[c] + 2.0 h[c] + pi[c],0.113977101635,0.0,1.772103688835
CTPS2,CTP synthase glutamine ,atp[c] + gln_L[c] + h2o[c] + utp[c] --> adp[c] + ctp[c] + glu_L[c] + 2.0 h[c] + pi[c],0.0,0.0,1.732995193633
MAN1PT,mannose 1 phosphate guanylyltransferase,gtp[c] + h[c] + man1p[c] --> gdpmann[c] + ppi[c],0.878342228864,0.873393057537,0.878342228864
CYSTGL,cystathionine g lyase,cyst_L[c] + h2o[c] --> 2obut[c] + cys_L[c] + nh4[c],0.0,0.0,1000.0
CYSTL,cystathionine b lyase,cyst_L[c] + h2o[c] --> hcys_L[c] + nh4[c] + pyr[c],0.0,0.0,2.917141541252
CYSTLp,cystathione b lyase peroxisomal,cyst_L[x] + h2o[x] --> hcys_L[x] + nh4[x] + pyr[x],0.0,0.0,0.501873813549
CYSTRS,Cysteinyl tRNA synthetase,atp[c] + cys_L[c] + trnacys[c] --> amp[c] + cystrna[c] + ppi[c],0.0,0.0,-0.0
CYSTS,cystathionine beta synthase,hcys_L[c] + ser_L[c] --> cyst_L[c] + h2o[c],0.0,0.0,2.917141541587
CYSTtp,cystathione peroxisomal transport,cyst_L[c] <=> cyst_L[x],0.0,0.0,0.501873813606
CYSt2r,L cysteine reversible transport via proton symport,cys_L[e] + h[e] <=> cys_L[c] + h[c],0.0,-0.132597342799,-0.0
CYTD,cytidine deaminase,cytd[c] + h2o[c] + h[c] --> nh4[c] + uri[c],0.0,0.0,1.573184002603
CYTDK2,cytidine kinase GTP ,cytd[c] + gtp[c] --> cmp[c] + gdp[c] + h[c],0.0,0.0,5.834283083172
CYTDt2,cytidine transport in via proton symport,cytd[e] + h[e] --> cytd[c] + h[c],0.0,0.0,-0.0
CYTK1,cytidylate kinase CMP ,atp[c] + cmp[c] <=> adp[c] + cdp[c],0.267872335868,-1.306821039781,0.267872335867
CYTK2,cytidylate kinase dCMP ,atp[c] + dcmp[c] <=> adp[c] + dcdp[c],0.0,-0.212963634956,2.917141541586
DADK,deoxyadenylate kinase,atp[c] + damp[c] <=> adp[c] + dadp[c],-0.037456280683,-0.245291952421,-0.037245226785
DADNt2,deoxyadenosine transport in via proton symport,dad_2[e] + h[e] --> dad_2[c] + h[c],0.0,0.0,-0.0
DADPtn,DADP nuclear transport,dadp[c] <=> dadp[n],0.0,0.0,-0.0
DAGCPT_SC,diacylglycerol cholinephosphotransferase yeast specific,0.01 12dgr_SC[c] + cdpchol[c] --> cmp[c] + h[c] + 0.01 pc_SC[c],0.0,0.0,1.9107864e-05
MAN6PI,mannose 6 phosphate isomerase,man6p[c] <=> f6p[c],-0.878342228864,-0.878342228865,-0.873393057537
DANNt2,7 8 Diaminononanoate reversible transport via proton symport,dann[e] + h[e] <=> dann[c] + h[c],0.0,0.0,-0.0
PMANM,phosphomannomutase,man1p[c] <=> man6p[c],-0.878342228864,-0.878342228865,-0.873393057537
DASYNm_SC,CDP Diacylglycerol synthetase yeast specific mitochondrial,ctp[m] + h[m] + 0.01 pa_SC[m] <=> 0.01 cdpdag_SC[m] + ppi[m],0.0,0.0,-0.0
DB4PS,3 4 Dihydroxy 2 butanone 4 phosphate synthase,ru5p_D[c] --> db4p[c] + for[c] + h[c],0.0,0.0,-0.0
DBTSr,dethiobiotin synthase,atp[c] + co2[c] + dann[c] <=> adp[c] + dtbt[c] + 3.0 h[c] + pi[c],0.0,0.0,-0.0
DCDPtn,dCDP nuclear transport,dcdp[c] <=> dcdp[n],0.0,0.0,-0.0
DCMPDA,dCMP deaminase,dcmp[c] + h2o[c] + h[c] <=> dump[c] + nh4[c],-0.03882045197,-5.872884794586,0.174361923542
DCTPD,dCTP deaminase,dctp[c] + h2o[c] + h[c] --> dutp[c] + nh4[c],0.0,0.0,2.917141541586
DCYTD,deoxycytidine deaminase,dcyt[c] + h2o[c] + h[c] --> duri[c] + nh4[c],0.0,0.0,5.834283083172
DCYTt2,deoxycytidine transport in via proton symport,dcyt[e] + h[e] --> dcyt[c] + h[c],0.0,0.0,-0.0
GLUDy,glutamate dehydrogenase NADP ,glu_L[c] + h2o[c] + nadp[c] <=> akg[c] + h[c] + nadph[c] + nh4[c],-67.355190343254,-72.534879339307,-59.825453704516
DDPAm,2 deoxy D arabino heptulosonate 7 phosphate synthetase mitochondrial,e4p[m] + h2o[m] + pep[m] --> 2dda7p[m] + pi[m],0.0,0.0,1.160637357814
DESAT14,Myristicoyl CoA desaturase n C140CoA n C141CoA ,h[c] + nadph[c] + o2[c] + tdcoa[c] --> 2.0 h2o[c] + nadp[c] + tdecoa[c],0.0,0.0,0.177468686938
ANS,anthranilate synthase,chor[c] + gln_L[c] --> anth[c] + glu_L[c] + h[c] + pyr[c],0.010836911955,0.010775849499,0.10167023054
GLNS,glutamine synthetase,atp[c] + glu_L[c] + nh4[c] --> adp[c] + gln_L[c] + h[c] + pi[c],41.709378862409,40.793971570092,47.989393161749
G3PD1ir,glycerol 3 phosphate dehydrogenase NAD ,dhap[c] + h[c] + nadh[c] --> glyc3p[c] + nad[c],0.0,0.0,0.840977741706
DGDPtn,dGDP nuclear transport,dgdp[c] <=> dgdp[n],0.0,0.0,-0.0
DGK1,deoxyguanylate kinase dGMPATP ,atp[c] + dgmp[c] <=> adp[c] + dgdp[c],-0.034319495393,-0.242172841888,5.800156966832
DGSNt2,deoxyguanosine transport in via proton symport,dgsn[e] + h[e] --> dgsn[c] + h[c],0.0,0.0,-0.0
TRIGSY_GLC,triglycerol yarrowia glucose synthesis,0.01 12dgr_SC[c] + 0.0374 hdcoa[c] + 0.638 ocdycacoa[c] + 0.249 odecoa[c] + 0.0768 pmtcoa[c] + 0.0105 stcoa[c] --> coa[c] + 0.01 triglyc_SC[c],0.0,0.0,-0.0
GCC2am,glycine cleavage complex lipoamide mitochondrial,gly[m] + h[m] + lpam[m] <=> alpam[m] + co2[m],0.0,0.0,10.430488567548
DHAK,dihydroxyacetone kinase,atp[c] + dha[c] --> adp[c] + dhap[c] + h[c],0.0,0.0,23.337132332351
DHAPtm,dihydroxyacetone phosphate transport mitochondrial,dhap[m] --> dhap[c],99.457349450629,76.123274776731,100.301384850789
GCC2bim,glycine cleavage system lipoamide irreversible mitochondrial,alpam[m] + thf[m] --> dhlam[m] + mlthf[m] + nh4[m],0.0,0.0,10.430488567548
DHFRim,dihydrofolate reductase mitochondrial,dhf[m] + h[m] + nadph[m] --> nadp[m] + thf[m],0.038510671733,0.0,0.548394929851
DHFtm,dihydrofolate reversible mitochondrial transport,dhf[c] <=> dhf[m],0.038510671733,0.0,0.548394929856
DHNPTtm,dhnpt mitochondrial transport,dhnpt[c] <=> dhnpt[m],0.0,0.0,-0.0
DHORD,dihydoorotic acid dehydrogenase,dhor_S[c] + o2[c] <=> h2o2[c] + orot[c],0.0,-0.066725181794,5.186029407219
HSDyi,homoserine dehydrogenase NADP irreversible,aspsa[c] + h[c] + nadph[c] --> hom_L[c] + nadp[c],0.0,0.0,4.485743133241
DHORTS,dihydroorotase,dhor_S[c] + h2o[c] <=> cbasp[c] + h[c],0.0,0.0,-0.0
PGCD,phosphoglycerate dehydrogenase,3pg[c] + nad[c] --> 3php[c] + h[c] + nadh[c],28.564492931439,27.68917490419,31.773173062467
PSERT,phosphoserine transaminase,3php[c] + glu_L[c] --> akg[c] + pser_L[c],28.564492931439,27.68917490419,31.773173062469
DHPPDA,diaminohydroxyphosphoribosylaminopyrimidine deaminase,25dhpp[c] + h2o[c] + h[c] --> 5apru[c] + nh4[c],0.0,0.0,-0.0
DHPSm,dihydropteroate synthase mitochondrial,2ahhmp[m] + 4abz[m] --> dhpt[m] + h2o[m],0.0,0.0,-0.0
DHPTtm,Dihydropteroate mitochondrial transport via diffusion,dhpt[c] <=> dhpt[m],0.0,0.0,-0.0
PSP_L,phosphoserine phosphatase L serine ,h2o[c] + pser_L[c] --> pi[c] + ser_L[c],28.564492931439,27.68917490419,31.773173062467
ENO,enolase,2pg[c] <=> h2o[c] + pep[c],42.524168138224,39.367416810364,43.45141496864
DIAT,diamine transaminase,accoa[c] + sprm[c] --> N1sprm[c] + coa[c] + h[c],0.0,0.0,-0.0
DICtm,dicarboxylate transport mitochondrial,mal_L[m] + succ[c] --> mal_L[c] + succ[m],0.0,0.0,1.16685661665
DINSt2,deoxyinosine transport in via proton symport,din[e] + h[e] --> din[c] + h[c],0.0,0.0,-0.0
DIPS,diphthine synthase,amet[c] + caphis[c] --> ahcys[c] + cmaphis[c] + h[c],0.0,0.0,-0.0
DMATT,dimethylallyltranstransferase,dmpp[c] + ipdp[c] --> grdp[c] + ppi[c],0.42165851758,0.419282609674,0.454715720068
DMQMT6m,3 Dimethylubiquinonol 3 methyltransferase mitochondrial,2omhmbl_5[m] + amet[m] --> ahcys[m] + h[m] + q6h2[m],0.0,0.0,-0.0
DNMPPA,Dihydroneopterin monophosphate dephosphorylase,dhpmp[c] + h2o[c] --> dhnpt[c] + pi[c],0.0,0.0,-0.0
DNTPPA,Dihydroneopterin triphosphate pyrophosphatase,ahdt[c] + h2o[c] --> dhpmp[c] + h[c] + ppi[c],0.0,0.0,-0.0
ddca_t_,dodecanoate transport,ddca[c] <=> ddca[e],0.0,0.0,0.054240865388
DOLK,Dolichol kinase,ctp[c] + dolichol[c] --> cdp[c] + dolp[c] + h[c],0.0,0.0,-0.0
FBA,fructose bisphosphate aldolase,fdp[c] <=> dhap[c] + g3p[c],-19.152749450629,-24.99009019232,-19.15274945063
G6PI,Glucose 6 phosphate isomerase,g6p[c] <=> g6p_B[c],0.0,-3.889522055492,-0.0
GAPD,glyceraldehyde 3 phosphate dehydrogenase,g3p[c] + nad[c] + pi[c] <=> 13dpg[c] + h[c] + nadh[c],71.088661069664,70.295388136199,71.14058987283
DPCOAK,dephospho CoA kinase,atp[c] + dpcoa[c] --> adp[c] + coa[c] + h[c],0.0,0.0,3.8582736e-05
DPCOAKm,dephospho CoA kinase mitochondrial,atp[m] + dpcoa[m] --> adp[m] + coa[m] + h[m],0.0,0.0,-0.0
DPGM,Diphosphoglyceromutase,13dpg[c] <=> 23dpg[c] + h[c],0.0,0.0,-0.0
GLUK,Glucokinase,atp[c] + glc_D[c] --> adp[c] + g6p_B[c] + h[c],0.0,0.0,3.889522055891
DPR,2 dehydropantoate 2 reductase,2dhp[c] + h[c] + nadph[c] --> nadp[c] + pant_R[c],0.0,0.0,0.105003970013
DPRm,2 dehydropantoate 2 reductase mitochondrial,2dhp[m] + h[m] + nadph[m] --> nadp[m] + pant_R[m],0.0,0.0,0.105478564228
DRBK,Deoxyribokinase,atp[c] + drib[c] --> 2dr5p[c] + adp[c] + h[c],0.0,0.0,-0.0
DTMPK,dTMP kinase,atp[c] + dtmp[c] <=> adp[c] + dtdp[c],0.0,0.0,0.141223191137
DTTPt,dTTP reversible uniport,dttp[e] <=> dttp[c],0.0,-0.141223191137,-0.0
DUMPtn,dUMP nuclear transport,dump[c] <=> dump[n],0.0,0.0,-0.0
DURIK1,deoxyuridine kinase ATPDeoxyuridine ,atp[c] + duri[c] --> adp[c] + dump[c] + h[c],0.0,0.0,5.834283083836
DURIPP,deoxyuridine phosphorylase,duri[c] + pi[c] <=> 2dr1p[c] + ura[c],0.0,-0.573550453249,-0.0
DURIt2,deoxyuridine transport in via proton symport,duri[e] + h[e] --> duri[c] + h[c],0.0,0.0,-0.0
DUTPDP,dUTP diphosphatase,dutp[c] + h2o[c] --> dump[c] + h[c] + ppi[c],0.0,0.0,2.917141541918
DXHPScm,deoxyhypusine synthase cytosolicmitochondrial,h2o[c] + q6[m] + spmd[c] --> 13dampp[c] + 4abutn[c] + q6h2[m],0.0,0.0,-0.0
D_LACDm,D lactate dehydrogenase mitochondrial,2.0 ficytc[m] + lac_D[m] --> 2.0 focytc[m] + pyr[m],0.0,0.0,-0.0
D_LACtm,D lactate transport mitochondrial,h[c] + lac_D[c] <=> h[m] + lac_D[m],0.0,0.0,-0.0
E4HGLUtm,L erythro 4 hydroxyglutamate mitochondrial transport via diffusion,e4hglu[c] <=> e4hglu[m],0.0,0.0,-0.0
E4HGLUtp,L erythro 4 hydroxyglutamate peroxisomal transport via diffusion,e4hglu[c] <=> e4hglu[x],0.0,0.0,-0.0
E4Ptm,D erythrose 4 phosphate mtiochondrial transport via diffusion,e4p[c] <=> e4p[m],0.0,0.0,1.160637357882
ECOAH11p,3 hydroxyacyl CoA dehydratase 3 hydroxyhexacosyl CoA peroxisomal,h2o[x] + hxc2coa[x] <=> 3hxccoa[x],0.0,0.0,-0.0
ECOAH4p,3 hydroxyacyl CoA dehydratase 3 hydroxydecanoyl CoA peroxisomal,3hdcoa[x] <=> dc2coa[x] + h2o[x],0.0,-0.189732783214,-0.0
ECOAH5p,3 hydroxyacyl CoA dehydratase 3 hydroxydodecanoyl CoA peroxisomal,3hddcoa[x] <=> dd2coa[x] + h2o[x],0.0,-0.189732783214,-0.0
ECOAH6p,3 hydroxyacyl CoA dehydratase 3 hydroxytetradecanoyl CoA peroxisomal,3htdcoa[x] <=> h2o[x] + td2coa[x],0.0,-0.189732783214,-0.0
ECOAH7p,3 hydroxyacyl CoA dehydratase 3 hydroxyhexadecanoyl CoA peroxisomal,3hhdcoa[x] <=> h2o[x] + hdd2coa[x],0.0,-0.163769349722,-0.0
ECOAH8p,3 hydroxyacyl CoA dehydratase 3 hydroxyoctadecanoyl CoA peroxisomal,3hodcoa[x] <=> h2o[x] + od2coa[x],0.0,-0.14405637244,-0.0
EHGLAT,L erythro 4 Hydroxyglutamate2 oxoglutarate aminotransferase,akg[c] + e4hglu[c] --> 4h2oglt[c] + glu_L[c],0.0,0.0,-0.0
EHGLATm,L erythro 4 Hydroxyglutamate2 oxoglutarate aminotransferase mitochondrial,akg[m] + e4hglu[m] --> 4h2oglt[m] + glu_L[m],0.0,0.0,-0.0
EHGLATp,L erythro 4 Hydroxyglutamate2 oxoglutarate aminotransferase peroxisomal,akg[x] + e4hglu[x] --> 4h2oglt[x] + glu_L[x],0.0,0.0,-0.0
HEX7,hexokinase D fructoseATP ,atp[c] + fru[c] --> adp[c] + f6p[c] + h[c],0.0,0.0,-0.0
EPMGH,Epimelibiose galactohydrolase,epm[c] + h2o[c] <=> gal[c] + man[c],0.0,0.0,-0.0
ERGSTt,ergosterol reversible transport,ergst[e] <=> ergst[c],0.0,-0.016932437755,-0.0
PDHm,pyruvate dehydrogenase,coa[m] + nad[m] + pyr[m] --> accoa[m] + co2[m] + nadh[m],10.595767344931,3.23939940414,18.679824177743
PFK,phosphofructokinase,atp[c] + f6p[c] --> adp[c] + fdp[c] + h[c],0.0,0.0,5.83428308388
ETHAK,Ethanolamine kinase,atp[c] + etha[c] --> adp[c] + ethamp[c] + h[c],0.0,0.0,1.9110719e-05
ETHAPT_SC,Ethanolaminephosphotransferase yeast specific,0.01 12dgr_SC[c] + cdpea[c] <=> cmp[c] + h[c] + 0.01 pe_SC[c],0.0,0.0,0.320111172951
ETOHt,ethanol reversible transport,etoh[e] --> etoh[c],0.0,0.0,1000.0
ETOHtm,ethanol transport to mitochondria diffusion ,etoh[c] <=> etoh[m],2.766046344796,0.0,6.800276883865
