reaction_id,reaction_name,full_reaction,glucose_pfba_flux,glucose_pfba_LB,glucose_pfba_UB,glucose_1_eflux2_flux,glucose_1_trans_LB,glucose_1_trans_UB,glucose_1_eflux2_LB,glucose_1_eflux2_UB,glucose_2_eflux2_flux,glucose_2_trans_LB,glucose_2_trans_UB,glucose_2_eflux2_LB,glucose_2_eflux2_UB,glucose_3_eflux2_flux,glucose_3_trans_LB,glucose_3_trans_UB,glucose_3_eflux2_LB,glucose_3_eflux2_UB
PRATPP,phosphoribosyl ATP pyrophosphatase,h2o[c] + prbatp[c] --> h[c] + ppi[c] + prbamp[c],0.625481339912,0.517540375899,13.947057157885,0.530158828167289,0.0,1100.48939264537,0.5175403759006819,7.36784589031833,0.5227680564671894,0.0,1712.6945424220576,0.5175403759020153,6.902084163502354,0.5269307310719297,0.0,1465.9670511892916,0.5175403758944745,7.840487739425096
IG3PS,Imidazole glycerol 3 phosphate synthase,gln_L[c] + prlp[c] --> aicar[c] + eig3p[c] + glu_L[c] + h[c],0.625481339912,0.517540375899,13.947057157834,0.530158828167289,0.0,1346.6541627790393,0.5175403759006819,7.3678458904197575,0.5227680564671894,0.0,2384.6840457763583,0.5175403759354893,6.9020841637534085,0.5269307310719297,0.0,2173.4073367468623,0.5175403758944745,7.840487739656555
PRAMPC,phosphoribosyl AMP cyclohydrolase,h2o[c] + prbamp[c] --> prfp[c],0.625481339912,0.517540375899,13.947057157851,0.530158828167289,0.0,1100.48939264537,0.5175403759006819,7.36784589031833,0.5227680564671894,0.0,1712.6945424220576,0.5175403759020153,6.902084163502354,0.5269307310719297,0.0,1465.9670511892916,0.5175403758944745,7.840487739425096
HISTD,histidinol dehydrogenase,h2o[c] + histd[c] + 2.0 nad[c] --> 3.0 h[c] + his_L[c] + 2.0 nadh[c],0.625481339912,0.517540375899,13.947057157862,0.530158828167289,0.0,1100.48939264537,0.5175403759006819,7.367845890460328,0.5227680564671894,0.0,1712.6945424220576,0.5175403759020153,6.90208416346888,0.5269307310719297,0.0,1465.9670511892916,0.5175403758944745,7.840487739540825
HISTP,histidinol phosphatase,h2o[c] + hisp[c] --> histd[c] + pi[c],0.625481339912,0.517540375899,13.947057157862,0.530158828167289,0.0,225.8792513752294,0.5175403759006819,7.367845890460328,0.5227680564671894,0.0,351.14171308526113,0.5175403759020153,6.90208416346888,0.5269307310719297,0.0,416.462276073737,0.5175403758944745,7.840487739540825
C3STDH1,C 3 sterol dehydrogenase 4 methylzymosterol ,4mzym_int1[c] + nad[c] --> 4mzym_int2[c] + co2[c] + h[c] + nadh[c],0.615148758873,0.508990915613,2.320819969269,0.5214009185236901,0.0,1012.5516688275325,0.5089909156126037,0.9225791048157485,0.5141322380011529,0.0,1711.0208450288962,0.5089909156187982,0.9322831059283158,0.5182261476924468,0.0,1836.9640132811796,0.5089909156197664,1.2948419373562747
LNS14DM,cytochrome P450 lanosterol 14 alpha demethylase NADP ,2.0 h[c] + lanost[c] + 3.0 nadph[c] + 3.0 o2[c] --> 44mctr[c] + for[c] + 4.0 h2o[c] + 3.0 nadp[c],0.615148758873,0.508990915613,2.320819969269,0.5214009185236901,0.0,1958.5668361273817,0.5089909156126037,0.9225791048258911,0.5141322380011529,0.0,2984.3698217460874,0.5089909156187982,0.9322831059283158,0.5182261476924468,0.0,3129.832214510486,0.5089909156197664,1.2948419373728075
C3STKR2,C 3 sterol keto reductase zymosterol ,h[c] + nadph[c] + zym_int2[c] --> nadp[c] + zymst[c],0.615148758873,0.508990915613,2.320819969269,0.5214009185236901,0.0,1066.1054383498142,0.5089909156126037,0.9225791048258911,0.5141322380011529,0.0,1838.2218469091624,0.5089909156187982,0.9322831059283158,0.5182261476924468,0.0,1765.5421382260567,0.5089909156197664,1.2948419373562747
C3STKR1,C 3 sterol keto reductase 4 methylzymosterol ,4mzym_int2[c] + h[c] + nadph[c] --> 4mzym[c] + nadp[c],0.615148758873,0.508990915613,2.320819969269,0.5214009185236901,0.0,1066.1054383498142,0.5089909156126037,0.9225791048258911,0.5141322380011529,0.0,1838.2218469091624,0.5089909156187982,0.9322831059283158,0.5182261476924468,0.0,1765.5421382260567,0.5089909156197664,1.2948419373562747
FDNG,formate dehydrogenase cytosolicmitochondrial,for[c] + h[c] + q6[m] --> co2[c] + q6h2[m],0.615148758873,0.0,46.449504603237,0.0,0.0,inf,0.0,41.87797886885663,0.0,0.0,inf,0.0,40.73500681240793,0.0,0.0,inf,0.0,41.53127108259263
SQLter,squalene endoplamic reticular transport,sql[c] <=> sql[r],0.615148758873,0.508990915613,2.320819969273,0.5214009185236901,-inf,inf,0.5089909156126037,0.9225791048157485,0.5141322380011529,-inf,inf,0.5089909156187982,0.9322831058948419,0.5182261476924468,-inf,inf,0.5089909156197664,1.2948419373728075
C3STDH2,C 3 sterol dehydrogenase zymosterol ,nad[c] + zym_int1[c] --> co2[c] + h[c] + nadh[c] + zym_int2[c],0.615148758873,0.508990915613,2.320819969269,0.5214009185236901,0.0,1012.5516688275325,0.5089909156126037,0.9225791048258911,0.5141322380011529,0.0,1711.0208450288962,0.5089909156187982,0.9322831059283158,0.5182261476924468,0.0,1836.9640132811796,0.5089909156197664,1.2948419373562747
LNSTLS,lanosterol synthase,Ssq23epx[c] --> lanost[c],0.615148758873,0.508990915613,2.320819969269,0.5214009185236901,0.0,506.123693023078,0.5089909156126037,0.9225791048258911,0.5141322380011529,0.0,893.4196684695538,0.5089909156187982,0.9322831059283158,0.5182261476924468,0.0,941.2146636315143,0.5089909156197664,1.2948419373728075
C4STMO1,C 4 sterol methyl oxidase 4 4 dimethylzymosterol ,44mzym[c] + 3.0 h[c] + 3.0 nadph[c] + 3.0 o2[c] --> 4mzym_int1[c] + 4.0 h2o[c] + 3.0 nadp[c],0.615148758873,0.508990915613,2.320819969269,0.5214009185236901,0.0,1912.2144257643465,0.5089909156126037,0.9225791048258911,0.5141322380011529,0.0,3285.4679827758227,0.5089909156187982,0.9322831059283158,0.5182261476924468,0.0,3129.832214510486,0.5089909156197664,1.2948419373562747
SQ23EPXter,Squalene 2 3 epoxide endoplamic reticular transport,Ssq23epx[r] <=> Ssq23epx[c],0.615148758873,0.508990915613,2.320819969273,0.5214009185236901,-inf,inf,0.5089909156126037,0.9225791048157485,0.5141322380011529,-inf,inf,0.5089909156187982,0.9322831058948419,0.5182261476924468,-inf,inf,0.5089909156197664,1.2948419373728075
SQLS,Squalene synthase,2.0 frdp[c] + h[c] + nadph[c] --> nadp[c] + 2.0 ppi[c] + sql[c],0.615148758873,0.508990915613,2.320819969273,0.5214009185236901,0.0,1624.8700525510437,0.5089909156126037,0.9225791048157485,0.5141322380011529,0.0,2560.5896417976214,0.5089909156187982,0.9322831059283158,0.5182261476924468,0.0,2683.114838587009,0.5089909156197664,1.2948419373728075
C14STR,C 14 sterol reductase,44mctr[c] + h[c] + nadph[c] --> 44mzym[c] + nadp[c],0.615148758873,0.508990915613,2.32081996927,0.5214009185236901,0.0,381.57060784625634,0.5089909156126037,0.9225791048258911,0.5141322380011529,0.0,606.3805655423741,0.5089909156187982,0.9322831059283158,0.5182261476924468,0.0,624.2800930744068,0.5089909156197664,1.2948419373728075
C4STMO2,C 4 sterol methyl oxidase 4 methylzymosterol ,4mzym[c] + 3.0 h[c] + 3.0 nadph[c] + 3.0 o2[c] --> 4.0 h2o[c] + 3.0 nadp[c] + zym_int1[c],0.615148758873,0.508990915613,2.32081996927,0.5214009185236901,0.0,1912.2144257643465,0.5089909156126037,0.9225791048258911,0.5141322380011529,0.0,3285.4679827758227,0.5089909156187982,0.9322831059283158,0.5182261476924468,0.0,3129.832214510486,0.5089909156197664,1.2948419373562747
H2Oter,H2O endoplasmic reticulum transport,h2o[c] <=> h2o[r],-0.615148758873,-2.320819969274,-0.508990915613,-0.5214009185236901,-inf,inf,-0.9225791048157485,-0.5089909156126037,-0.5141322380011529,-inf,inf,-0.9322831059283158,-0.5089909156187982,-0.5182261476924468,-inf,inf,-1.2948419373562747,-0.5089909156197664
O2ter,O2 transport endoplasmic reticulum,o2[c] <=> o2[r],0.615148758873,0.508990915613,2.320819969274,0.5214009185236901,-inf,inf,0.5089909156126037,0.9225791048157485,0.5141322380011529,-inf,inf,0.5089909156187982,0.9322831058948419,0.5182261476924468,-inf,inf,0.5089909156197664,1.2948419373728075
SQLEr,Squalene epoxidase endoplasmic reticular NADP ,h[r] + nadph[r] + o2[r] + sql[r] --> Ssq23epx[r] + h2o[r] + nadp[r],0.615148758873,0.508990915613,2.320819969268,0.5214009185236901,0.0,1365.0125572554277,0.5089909156126037,0.9225791048258911,0.5141322380011529,0.0,2106.348169293618,0.5089909156187982,0.9322831059283158,0.5182261476924468,0.0,1852.6702126567275,0.5089909156197664,1.2948419373728075
PIt2n,phosphate nuclear transport via proton symport,h[c] + pi[c] <=> h[n] + pi[n],-0.602104335434,-17.291296390356,-0.498197602721,-0.510344447610946,-inf,inf,-4.22049130554836,-0.4981976027200566,-0.5032299017387963,-inf,inf,-5.29172727584759,-0.49819760271588515,-0.5072369987804642,-inf,inf,-4.962290776305137,-0.4981976027282005
DHORD4,dihydoorotic acid ubiquinone 6 ,dhor_S[c] + q6[m] <=> orot[c] + q6h2[m],0.602104335434,-262.89408087353,17.291296390381,0.510344447610946,-inf,inf,-102.21652417598757,4.220491305558502,0.5032299017387963,-inf,inf,-106.75208530185036,5.291727275797379,0.5072369987804642,-inf,inf,-119.02774780522186,4.9622907764539335
DHORTSn,dihydroorotase nuclear,dhor_S[n] + h2o[n] <=> cbasp[n] + h[n],-0.602104335434,-17.29129639038,-0.49819760272,-0.510344447610946,-1200.6998553120634,1200.6998553120634,-4.220491305578788,-0.4981976027200566,-0.5032299017387963,-2044.2539960073304,2044.2539960073304,-5.291727275797379,-0.49819760271588515,-0.5072369987804642,-1770.5019906604402,1770.5019906604402,-4.962290776404334,-0.4981976027282005
CBPtn,carbamoyl phosphate nuclear transport via diffusion,cbp[c] <=> cbp[n],0.602104335434,0.49819760272,17.291296390414,0.510344447610946,-inf,inf,0.4981976027200566,4.220491305588931,0.5032299017387963,-inf,inf,0.49819760271588515,5.29172727584759,0.5072369987804642,-inf,inf,0.4981976027282005,4.9622907764208675
DHORtn, S Dihydrooroate nuclear transport,dhor_S[c] <=> dhor_S[n],-0.602104335434,-17.291296390343,-0.498197602721,-0.510344447610946,-inf,inf,-4.220491305528074,-0.4981976027200566,-0.5032299017387963,-inf,inf,-5.291727275881063,-0.49819760271588515,-0.5072369987804642,-inf,inf,-4.9622907764208675,-0.4981976027282005
ASPCTn,aspartate carbamoyltransferase nuclear,asp_L[n] + cbp[n] --> cbasp[n] + h[n] + pi[n],0.602104335434,0.49819760272,17.291296390353,0.510344447610946,0.0,2166.594830995184,0.4981976027200566,4.220491305558502,0.5032299017387963,0.0,3459.030402446659,0.49819760271588515,5.291727275797379,0.5072369987804642,0.0,3202.742045295924,0.49819760271166774,4.9622907764539335
OMPDC,orotidine 5 phosphate decarboxylase,h[c] + orot5p[c] --> co2[c] + ump[c],0.602104335434,0.49819760272,17.29129639038,0.510344447610946,0.0,inf,0.4981976027200566,4.220491305578788,0.5032299017387963,0.0,inf,0.49819760271588515,5.291727275797379,0.5072369987804642,0.0,inf,0.49819760271166774,4.962290776404334
ASPt2n,aspartate nuclear transport via proton symport,asp_L[c] + h[c] <=> asp_L[n] + h[n],0.602104335434,0.49819760272,17.291296390374,0.510344447610946,-inf,inf,0.4981976027200566,4.220491305619359,0.5032299017387963,-inf,inf,0.49819760271588515,5.291727275646745,0.5072369987804642,-inf,inf,0.49819760271166774,4.962290776371269
ORPT,orotate phosphoribosyltransferase,orot5p[c] + ppi[c] <=> orot[c] + prpp[c],-0.602104335434,-17.291296390353,-0.498197602721,-0.510344447610946,-3388.5944810036094,3388.5944810036094,-4.220491305558502,-0.4981976027200566,-0.5032299017387963,-4989.626668492757,4989.626668492757,-5.29172727584759,-0.49819760271588515,-0.5072369987804642,-5141.217705067487,5141.217705067487,-4.962290776404334,-0.49819760271166774
H2Otn,H2O transport nuclear,h2o[n] <=> h2o[c],0.602104335434,0.498197602721,17.291296390355,0.510344447610946,-inf,inf,0.4981976027200566,4.22049130554836,0.5032299017387963,-inf,inf,0.49819760271588515,5.291727275864326,0.5072369987804642,-inf,inf,0.4981976027282005,4.9622907763216695
CHLSTI,cholestenol delta isomerase lumped reaction,amet[c] + o2[c] + zymst[c] --> ahcys[c] + ergtetrol[c] + 2.0 h2o[c] + h[c],0.566468957816,0.0,2.191233121571,0.4801398534258212,0.0,inf,0.0,0.8823001053861259,0.47344637997214867,0.0,inf,0.0,0.892004106496506,0.477216318106148,0.0,inf,0.0,1.2240282814827375
ERGTETROLter,Ergosta 5 6 22 24 28 tetraen 3beta ol endoplamic reticular transport,ergtetrol[c] <=> ergtetrol[r],0.566468957816,0.468711916177,2.19123312157,0.4801398534258212,-inf,inf,0.4687119161728383,0.8823001053861259,0.47344637997214867,-inf,inf,0.46871191617025143,0.892004106479769,0.477216318106148,-inf,inf,0.4687119161729965,1.2240282814827375
ERGSTter,ergosterol endoplasmic reticular transport,ergst[r] <=> ergst[c],0.566468957816,0.468711916177,2.19123312157,0.4801398534258212,-inf,inf,0.4687119161728383,0.8823001053861259,0.47344637997214867,-inf,inf,0.46871191617025143,0.892004106479769,0.477216318106148,-inf,inf,0.4687119161729965,1.2240282814827375
C24STRer,C s24 sterol reductase endoplamic reticular,ergtetrol[r] + h[r] + nadph[r] --> ergst[r] + nadp[r],0.566468957816,0.468711916177,2.191233121571,0.4801398534258212,0.0,3983.670173782447,0.4687119161728383,0.8823001053861259,0.47344637997214867,0.0,7022.332152487274,0.46871191617025143,0.892004106496506,0.477216318106148,0.0,6444.997581652437,0.4687119161729965,1.2240282814827375
PMETM_SC,Phosphatidyl N methylethanolamine N methyltransferase yeast specific,amet[c] + 0.01 ptd2meeta_SC[c] --> ahcys[c] + h[c] + 0.01 pc_SC[c],0.556791407793,0.460704446478,0.653748976854,0.47193714895730354,0.0,3460.8109277836556,0.46070444647449926,0.5051964972792393,0.4653580267518272,0.0,6469.677273265381,0.4607044464853131,0.4791369946417666,0.4690635592783714,0.0,5954.6335043063855,0.4607044464844416,0.49381438346528345
PETOHM_SC,phosphatidylethanolamine N methyltransferase yeast specific,amet[c] + 0.01 pe_SC[c] --> ahcys[c] + h[c] + 0.01 ptdmeeta_SC[c],0.556791407793,0.460704446478,0.653748976855,0.47193714895730354,0.0,2236.985581086971,0.46070444647449926,0.5051964972792393,0.4653580267518272,0.0,3934.360462104496,0.4607044464853131,0.4791369946417666,0.4690635592783714,0.0,3749.813768808427,0.4607044464844416,0.49381438346528345
MFAPS_SC,methylene fatty acyl phospholipid synthase yeast specific,amet[c] + 0.01 ptdmeeta_SC[c] --> ahcys[c] + h[c] + 0.01 ptd2meeta_SC[c],0.556791407793,0.460704446478,0.653748976855,0.47193714895730354,0.0,3460.8109277836556,0.46070444647449926,0.5051964972792393,0.4653580267518272,0.0,6469.677273265381,0.4607044464853131,0.4791369946417666,0.4690635592783714,0.0,5954.6335043063855,0.4607044464844416,0.49381438346528345
ACS,acetyl CoA synthetase,ac[c] + atp[c] + coa[c] --> accoa[c] + amp[c] + ppi[c],0.555624332415,0.0,131.525256736656,2.3242816599291856,0.0,4932.018175739517,0.0,29.04788880973531,2.5812340171942645,0.0,8254.67554307201,0.0,30.173689391868244,2.6017877545593042,0.0,9146.298545832185,0.0,39.14769137842252
ADSK,adenylyl sulfate kinase,aps[c] + atp[c] --> adp[c] + h[c] + paps[c],0.555624332407,0.459738776368,17.080617448674,0.4709479342868219,0.0,8133.275891008933,0.45973877636379157,7.90432618232468,0.46438260238830165,0.0,14138.558728730903,0.4597387768318823,8.078998202821623,0.46808036786256624,0.0,13893.042653951703,0.4597387763756089,10.182115974533911
BPNT,3 5 bisphosphate nucleotidase,h2o[c] + pap[c] --> amp[c] + pi[c],0.555624332407,0.0,17.080617448674,0.4709479342868219,0.0,2456.677749240876,0.0,7.90432618232468,0.46438260238830165,0.0,4355.964835441852,0.0,8.078998202821623,0.46808036786256624,0.0,4110.891026031548,0.0,10.182115973889129
SULR,sulfite reductase NADPH2 ,3.0 h2o[c] + h2s[c] + 3.0 nadp[c] <=> 5.0 h[c] + 3.0 nadph[c] + so3[c],-0.555624332407,-17.080617448667,-0.459738776368,-0.4709479342868219,-8465.451260678388,8465.451260678388,-7.9043261821522535,-0.45973877636379157,-0.46438260238830165,-15002.18658360218,15002.18658360218,-8.078998201917827,-0.45973877636324706,-0.46808036786256624,-11919.517370310497,11919.517370310497,-10.182115974550443,-0.4597387763756089
SLFAT,sulfate adenylyltransferase ADP ,adp[c] + h[c] + so4[c] <=> aps[c] + pi[c],0.555624332407,-295.856574509557,17.080617448666,0.4709479342868219,-348.3023570824148,348.3023570824148,-199.05499107103887,7.904326182334824,0.46438260238830165,-731.0710213328982,731.0710213328982,-210.72684468142825,8.078998201917827,0.46808036786256624,-737.3647285783513,737.3647285783513,-214.90723210023194,10.182115974550443
PAPSR,phosphoadenylyl sulfate reductase thioredoxin ,paps[c] + trdrd[c] --> 2.0 h[c] + pap[c] + so3[c] + trdox[c],0.555624332407,0.459738776368,17.080617448674,0.4709479342868219,0.0,6300.986409152841,0.45973877636379157,7.904326182334824,0.46438260238830165,0.0,11308.336436894979,0.45973877636324706,8.078998201917827,0.46808036786256624,0.0,8943.936566509337,0.4597387763756089,10.182115974533911
DESAT16,Palmitoyl CoA desaturase n C160CoA n C161CoA ,h[c] + nadph[c] + o2[c] + pmtcoa[c] --> 2.0 h2o[c] + hdcoa[c] + nadp[c],0.551748240892,0.456506795786,11.15350000695,0.467662553884391,0.0,27054.79636813143,0.4565067957840811,9.401277509225652,0.46114302241800875,0.0,45507.99948979771,0.4565067957824938,9.17195010767225,0.46481499189142267,0.0,44147.48119003331,0.4565067957852853,9.363116260686937
PRAGSr,phosphoribosylglycinamide synthase,atp[c] + gly[c] + pram[c] <=> adp[c] + gar[c] + h[c] + pi[c],0.551383523968,0.45622981543,21.138621514465,0.46735341934449365,-2851.231089092534,2851.231089092534,0.45622981548525665,3.0910052094751514,0.4608381974015197,-4693.214860163874,4693.214860163874,0.4562298154335298,7.207082973247405,0.4645077396471968,-4196.035159488465,4196.035159488465,0.45622981548787467,3.806624942173136
PRFGS,phosphoribosylformylglycinamidine synthase,atp[c] + fgam[c] + gln_L[c] + h2o[c] --> adp[c] + fpram[c] + glu_L[c] + h[c] + pi[c],0.551383523968,0.456229815425,21.138621514513,0.46735341934449365,0.0,1887.8718032542183,0.45622981547511393,3.0910052094751514,0.4608381974015197,0.0,2961.607537199092,0.4562298154335298,7.207082973247405,0.4645077396471968,0.0,2623.431280959928,0.45622981548787467,3.806624942173136
PRASCS,phosphoribosylaminoimidazolesuccinocarboxamide synthase,5aizc[c] + asp_L[c] + atp[c] <=> 25aics[c] + adp[c] + h[c] + pi[c],0.551383523968,0.456229815425,21.138621514513,0.46735341934449365,-1932.3985169289945,1932.3985169289945,0.45622981547511393,3.0910052094751514,0.4608381974015197,-3006.4626273358176,3006.4626273358176,0.4562298154335298,7.207082973247405,0.4645077396471968,-3116.4406129376507,3116.4406129376507,0.45622981548787467,3.806624942173136
AIRCr,phosphoribosylaminoimidazole carboxylase,air[c] + co2[c] <=> 5aizc[c] + h[c],0.551383523968,0.456229815425,21.138621514431,0.46735341934449365,-1762.913007702228,1762.913007702228,0.4562298154446856,3.0910052094548655,0.4608381974015197,-3163.957552032305,3163.957552032305,0.45622981541679286,7.207082973247405,0.4645077396471968,-2688.2400194358725,2688.2400194358725,0.456229815454809,3.80662494214007
PRAIS,phosphoribosylaminoimidazole synthase,atp[c] + fpram[c] --> adp[c] + air[c] + 2.0 h[c] + pi[c],0.551383523968,0.45622981543,21.138621514463,0.46735341934449365,0.0,2851.231089092534,0.45622981548525665,3.0910052094751514,0.4608381974015197,0.0,4693.214860163874,0.4562298154335298,7.207082973247405,0.4645077396471968,0.0,4196.035159488465,0.45622981548787467,3.806624942173136
ADSL2r,adenylosuccinate lyase,25aics[c] <=> aicar[c] + fum[c],0.551383523968,0.456229815425,21.138621514433,0.46735341934449365,-2978.117008926576,2978.117008926576,0.45622981538382906,3.091005209465009,0.4608381974015197,-5300.599644142144,5300.599644142144,0.45622981541679286,7.207082973230667,0.4645077396471968,-4374.589847126273,4374.589847126273,0.45622981540521046,3.80662494214007
GLUPRT,glutamine phosphoribosyldiphosphate amidotransferase,gln_L[c] + h2o[c] + prpp[c] --> glu_L[c] + ppi[c] + pram[c],0.551383523968,0.456229815425,21.138621514432,0.46735341934449365,0.0,3150.036780404355,0.4562298154345429,3.0910052094751514,0.4608381974015197,0.0,5154.151122240522,0.4562298154670038,7.207082973230667,0.4645077396471968,0.0,4843.461230589995,0.4562298153390791,3.806624942173136
GARFTi,phosphoribosylglycinamide formyltransferase irreversible,10fthf[c] + gar[c] --> fgam[c] + h[c] + thf[c],0.551383523968,0.456229815426,21.138621514429,0.46735341934449365,0.0,1784.0099472110055,0.45622981541425733,3.091005209465009,0.4608381974015197,0.0,2888.6343308572555,0.4562298154335298,7.207082973264142,0.4645077396471968,0.0,3019.558162052692,0.456229815454809,3.806624942156603
DESAT18_2,Oleoyl CoA desaturase n C181CoA n C182CoA ,h[c] + nadph[c] + o2[c] + odecoa[c] --> 2.0 h2o[c] + nadp[c] + ocdycacoa[c],0.542865517631,0.4491817839,9.548194855941,0.4601335456632759,0.0,inf,0.44918178391240815,8.121083484964625,0.4537189736349323,0.0,inf,0.4491817838751512,7.909631986640944,0.4573318272282687,0.0,inf,0.44918178387010144,8.073280349941138
AHSERL2,O acetylhomoserine thiol lyase,achms[c] + h2s[c] --> ac[c] + h[c] + hcys_L[c],0.513467207372,0.0,11.378301110389,0.43521549819453176,0.0,7800.390528182932,0.0,6.504763231662536,0.4291483005623218,0.0,15853.094338285438,0.0,6.091382003013059,0.4325655038662217,0.0,12746.49009953671,0.0,6.82739789934029
HSERTA,homoserine O trans acetylase,accoa[c] + hom_L[c] <=> achms[c] + coa[c],0.513467207372,0.0,11.378301110389,0.43521549819453176,-467.4797797882498,467.4797797882498,0.0,6.504763231662536,0.4291483005623218,-951.6643377515703,951.6643377515703,0.0,6.091382002996322,0.4325655038662217,-786.9632529221866,786.9632529221866,0.0,6.827397899323756
TYRTA,tyrosine transaminase,akg[c] + tyr_L[c] <=> 34hpp[c] + glu_L[c],-0.479228135444,-10.334561580084,999.603473527454,-0.40619441461597355,-1879.3518853756736,1879.3518853756736,-2.878055607811828,1289.3344165293724,-0.4005317904462092,-3485.3074515192934,3485.3074515192934,-2.936279614369061,1780.7845293374473,-0.40372112748727945,-3957.1356005656585,3957.1356005656585,-4.787287520110146,1931.1125679339682
PPND2,prephenate dehydrogenase NADP ,nadp[c] + pphn[c] --> 34hpp[c] + co2[c] + nadph[c],0.479228135444,0.0,29.709655258725,0.0,0.0,554.9103656371261,0.0,24.0378767313714,0.0,0.0,947.3127245293508,0.0,23.44456203789083,0.0,0.0,919.0606560912679,0.0,23.885811188105443
DAGPYP_SC,diacylglycerol pyrophosphate phosphatase yeast specific,h2o[c] + 0.01 pa_SC[c] --> 0.01 12dgr_SC[c] + pi[c],0.376085892121,0.311183758105,296.627497043246,0.3187709099142722,0.0,1419.8848854970079,0.3111837581018751,199.8259136067115,0.3143270283872034,0.0,2379.1608443789255,0.311183758103164,211.4977672170495,0.3168299379069399,0.0,2236.5627910780127,0.3111837581049803,215.67815463448107
TRIGSY_GLYC,triglycerol yarrowia glycerol synthesis YL,0.01 12dgr_SC[c] + 0.0356 hdcoa[c] + 0.686 ocdycacoa[c] + 0.158 odecoa[c] + 0.104 pmtcoa[c] + 0.0167 stcoa[c] --> coa[c] + 0.01 triglyc_SC[c],0.375974404208,0.311091509956,0.441296881294,0.3186764126042521,0.0,1801.0497829680955,0.3110915099690328,0.34124290070540153,0.31423384844812724,0.0,2889.30380981452,0.3110915099281636,0.32369098023438214,0.3167360159754402,0.0,2951.938840530597,0.31109150992528306,0.33357667780217465
UMPK,UMP kinase,atp[c] + ump[c] <=> adp[c] + udp[c],0.372082902551,0.183422901615,14.036318164075,0.31537797054900507,-2076.324272520126,2076.324272520126,0.3078715750013604,7.822561313556594,0.31098138889102167,-3866.9104571600915,3866.9104571600915,0.18342290161633673,7.867318642790442,0.31345765788814073,-3869.676869306029,3869.676869306029,0.30787157499791,8.525448214870638
IMPD,IMP dehydrogenase,h2o[c] + imp[c] + nad[c] --> h[c] + nadh[c] + xmp[c],0.263864286996,0.218328531267,20.900720230275,0.22365172590524438,0.0,4381.976334604416,0.21832853126924712,0.23099364370796507,0.22053386996771393,0.0,7011.787858910357,0.21832853126736732,5.4352179052009575,0.22228992741925396,0.0,6379.362201104095,0.21832853127238147,0.22775360984767867
GMPS2,GMP synthase,atp[c] + gln_L[c] + h2o[c] + xmp[c] --> amp[c] + glu_L[c] + gmp[c] + 2.0 h[c] + ppi[c],0.263864286996,0.218328531267,17.324514172851,0.22365172590524438,0.0,4889.824296721962,0.21832853126924712,0.23099364370796507,0.22053386996771393,0.0,7597.0798372988975,0.21832853126736732,4.072254769133558,0.22228992741925396,0.0,7144.006118071556,0.21832853127238147,0.22775360984767867
CTPS1,CTP synthase NH3 ,atp[c] + nh4[c] + utp[c] --> adp[c] + ctp[c] + 2.0 h[c] + pi[c],0.221678554207,0.0,14.024416054872,0.1878950418325319,0.0,5372.01107761008,0.0,7.822561313516023,0.18527565820288455,0.0,9107.759104366374,0.0,7.707051596801216,0.18675096310314254,0.0,8369.916311436684,0.0,8.519086621241682
URIDK2r,uridylate kinase dUMP ,atp[c] + dump[c] <=> adp[c] + dudp[c],-0.150404348344,-8.532500189657,148.09593230592,-0.12748292871647318,-2076.324272520126,2076.324272520126,-3.846742376239096,99.69514058706184,-0.12570573068813712,-3866.9104571600915,3866.9104571600915,-3.9340783863511883,105.53106739151882,-0.12670669478499821,-3869.676869306029,3869.676869306029,-4.588541847265285,107.62126110307156
RNDR4,ribonucleoside diphosphate reductase UDP ,trdrd[c] + udp[c] --> dudp[c] + h2o[c] + trdox[c],0.150404348344,0.0,8.53250018966,0.12748292871647318,0.0,1503.8669331569495,0.0,3.8467423761072403,0.12570573068813712,0.0,2473.3900076139125,0.0,3.934078386167082,0.12670669478499821,0.0,2152.741284936931,0.0,4.588541846984227
PINOS_SC,phosphatidylinositol synthase yeast specific,0.01 cdpdag_SC[c] + inost[c] --> cmp[c] + h[c] + 0.01 ptd1ino_SC[c],0.120522838173,0.099723894211,0.141661153118,0.1021553203565316,0.0,1429.8247896886432,0.09972389421375365,0.10938940843545439,0.10073120626759731,0.0,2446.276109844698,0.09972389420291289,0.10372820629524443,0.10153330431428559,0.0,2479.760888777285,0.09972389421561986,0.10691674239787481
MI1PP,myo inositol 1 phosphatase,h2o[c] + mi1p_D[c] --> inost[c] + pi[c],0.120522838173,0.099723894211,0.141661153118,0.1021553203565316,0.0,1314.7044707344965,0.09972389421375365,0.10938940843545439,0.10073120626759731,0.0,2346.691114951595,0.09972389420291289,0.10372820629524443,0.10153330431428559,0.0,2186.4682814907387,0.09972389421561986,0.10691674239787481
MI1PS,myo Inositol 1 phosphate synthase,g6p[c] --> mi1p_D[c],0.120522838173,0.099723894211,0.141661153118,0.1021553203565316,0.0,8344.245286096708,0.09972389421375365,0.10938940843545439,0.10073120626759731,0.0,15230.478908029398,0.09972389420291289,0.10372820629524443,0.10153330431428559,0.0,13577.59603912491,0.09972389421561986,0.10691674239787481
