reaction_id,reaction_name,full_reaction,flux
GAT1_SC,glycerol 3 phosphate acyltransferase glycerol 3 phosphate yeast specific,0.02 dcacoa[c] + 0.06 ddcacoa[c] + glyc3p[c] + 0.17 hdcoa[c] + 0.09 ocdycacoa[c] + 0.24 odecoa[c] + 0.27 pmtcoa[c] + 0.05 stcoa[c] + 0.1 tdcoa[c] --> 0.01 1ag3p_SC[c] + coa[c],0.21791433557943096
FAS180COA,fatty acyl CoA synthase n C180CoA ,3.0 h[c] + malcoa[c] + 2.0 nadph[c] + pmtcoa[c] --> co2[c] + coa[c] + h2o[c] + 2.0 nadp[c] + stcoa[c],0.2101355432721697
KARA2im,ketol acid reductoisomerase 2 Aceto 2 hydroxybutanoate mitochondrial,2ahbut[m] + h[m] + nadph[m] --> 23dhmp[m] + nadp[m],0.20029031614429033
ACHBSm,2 aceto 2 hydroxybutanoate synthase mitochondrial,2obut[m] + h[m] + pyr[m] --> 2ahbut[m] + co2[m],0.20029031614429033
DHAD2m,dihydroxy acid dehydratase 2 3 dihydroxy 3 methylpentanoate mitochondrial,23dhmp[m] --> 3mop[m] + h2o[m],0.20029031614429033
THRD_Lm,L threonine deaminase mitochondrial,thr_L[m] --> 2obut[m] + nh4[m],0.20029031614429033
THRt2m,threonine mitochondrial transport via proton symport,h[c] + thr_L[c] <=> h[m] + thr_L[m],0.20029031614429033
3MOPtm,3 Methyl 2 oxopentanoate transport diffusion mitochondrial,3mop[c] <=> 3mop[m],-0.20029031614429027
ILETA,isoleucine transaminase,akg[c] + ile_L[c] <=> 3mop[c] + glu_L[c],-0.20029031614429027
TRDR,thioredoxin reductase NADPH ,h[c] + nadph[c] + trdox[c] --> nadp[c] + trdrd[c],0.19450146659828343
DESAT18,stearoyl CoA desaturase n C180CoA n C181CoA ,h[c] + nadph[c] + o2[c] + stcoa[c] --> 2.0 h2o[c] + nadp[c] + odecoa[c],0.18748017787873839
PHETA1,phenylalanine transaminase,akg[c] + phe_L[c] <=> glu_L[c] + phpyr[c],-0.18260786080750194
PPNDH,prephenate dehydratase,h[c] + pphn[c] --> co2[c] + h2o[c] + phpyr[c],0.18260786080750194
UMPK,UMP kinase,atp[c] + ump[c] <=> adp[c] + udp[c],0.17249897471596698
GRTT,geranyltranstransferase,grdp[c] + ipdp[c] --> frdp[c] + ppi[c],0.1693151628646114
DMATT,dimethylallyltranstransferase,dmpp[c] + ipdp[c] --> grdp[c] + ppi[c],0.16931516286461132
IPDDI,isopentenyl diphosphate D isomerase,ipdp[c] <=> dmpp[c],0.16931516286461132
G6Pter,glucose 6 phosphate endoplasmic reticular transport via diffusion,g6p[c] <=> g6p[r],0.16261578460424178
PGL,6 phosphogluconolactonase,6pgl[c] + h2o[c] --> 6pgc[c] + h[c],0.16261578460424178
GND,phosphogluconate dehydrogenase,6pgc[c] + nadp[c] --> co2[c] + nadph[c] + ru5p_D[c],0.16261578460424178
G6PDH2er,glucose 6 phosphate dehydrogenase endoplasmic reticulum,g6p[r] + nadp[r] --> 6pgl[r] + h[r] + nadph[r],0.16261578460424173
6PGLter,6 phospho D glucono 1 5 lactone endoplasmic reticular transport via diffusion,6pgl[c] <=> 6pgl[r],-0.16261578460424173
DASYN_SC,CDP Diacylglycerol synthetase yeast specific,ctp[c] + h[c] + 0.01 pa_SC[c] <=> 0.01 cdpdag_SC[c] + ppi[c],0.1533299981032516
SO4ti,sulfate irreversible uniport,so4[e] --> so4[c],0.15008220485224838
EX_so4(e),Sulfate exchange,so4[e] <=> ,-0.15008220485224838
PSERS_SC,phosphatidylserine synthase yeast specific,0.01 cdpdag_SC[c] + ser_L[c] <=> cmp[c] + h[c] + 0.01 ps_SC[c],0.13674348656448057
IMPD,IMP dehydrogenase,h2o[c] + imp[c] + nad[c] --> h[c] + nadh[c] + xmp[c],0.13290723263403495
GMPS2,GMP synthase,atp[c] + gln_L[c] + h2o[c] + xmp[c] --> amp[c] + glu_L[c] + gmp[c] + 2.0 h[c] + ppi[c],0.13290723263403495
PSERDm_SC,phosphatidylserine decarboxylase yeast specific mitochondrial,h[m] + 0.01 ps_SC[m] --> co2[m] + 0.01 pe_SC[m],0.12898777139984252
CTPS1,CTP synthase NH3 ,atp[c] + nh4[c] + utp[c] --> adp[c] + ctp[c] + 2.0 h[c] + pi[c],0.12652255799746276
IGPDH,imidazoleglycerol phosphate dehydratase,eig3p[c] --> h2o[c] + imacp[c],0.11915990504447146
PRAMPC,phosphoribosyl AMP cyclohydrolase,h2o[c] + prbamp[c] --> prfp[c],0.11915990504447146
IG3PS,Imidazole glycerol 3 phosphate synthase,gln_L[c] + prlp[c] --> aicar[c] + eig3p[c] + glu_L[c] + h[c],0.11915990504447146
PRMICIi,1 5 phosphoribosyl 5 5 phosphoribosylamino methylideneamino imidazole 4 carboxamide isomerase irreversible ,prfp[c] --> prlp[c],0.11915990504447146
HISTD,histidinol dehydrogenase,h2o[c] + histd[c] + 2.0 nad[c] --> 3.0 h[c] + his_L[c] + 2.0 nadh[c],0.11915990504447145
ATPPRT,ATP phosphoribosyltransferase,atp[c] + prpp[c] --> ppi[c] + prbatp[c],0.11915990504447145
HSTPT,histidinol phosphate transaminase,glu_L[c] + imacp[c] --> akg[c] + hisp[c],0.11915990504447145
HISTP,histidinol phosphatase,h2o[c] + hisp[c] --> histd[c] + pi[c],0.11915990504447145
PRATPP,phosphoribosyl ATP pyrophosphatase,h2o[c] + prbatp[c] --> h[c] + ppi[c] + prbamp[c],0.11915990504447145
ACS,acetyl CoA synthetase,ac[c] + atp[c] + coa[c] --> accoa[c] + amp[c] + ppi[c],0.10585150741552582
ADSK,adenylyl sulfate kinase,aps[c] + atp[c] --> adp[c] + h[c] + paps[c],0.10585150741552572
SLFAT,sulfate adenylyltransferase ADP ,adp[c] + h[c] + so4[c] <=> aps[c] + pi[c],0.10585150741552571
SULR,sulfite reductase NADPH2 ,3.0 h2o[c] + h2s[c] + 3.0 nadp[c] <=> 5.0 h[c] + 3.0 nadph[c] + so3[c],-0.10585150741552557
PAPt,PAP reversible uniport,pap[e] <=> pap[c],-0.10585150741552539
PAPSR,phosphoadenylyl sulfate reductase thioredoxin ,paps[c] + trdrd[c] --> 2.0 h[c] + pap[c] + so3[c] + trdox[c],0.10585150741552539
EX_pap(e),Adenosine 3 5 bisphosphate exchange,pap[e] --> ,0.10585150741552539
HSERTA,homoserine O trans acetylase,accoa[c] + hom_L[c] <=> achms[c] + coa[c],0.09782019025943013
AHSERL2,O acetylhomoserine thiol lyase,achms[c] + h2s[c] --> ac[c] + h[c] + hcys_L[c],0.09782019025942962
PPND2,prephenate dehydrogenase NADP ,nadp[c] + pphn[c] --> 34hpp[c] + co2[c] + nadph[c],0.09129733450099572
LNSTLS,lanosterol synthase,Ssq23epx[c] --> lanost[c],0.08465758143230571
SQLEr,Squalene epoxidase endoplasmic reticular NADP ,h[r] + nadph[r] + o2[r] + sql[r] --> Ssq23epx[r] + h2o[r] + nadp[r],0.0846575814323057
SQLter,squalene endoplamic reticular transport,sql[c] <=> sql[r],0.0846575814323057
H2Oter,H2O endoplasmic reticulum transport,h2o[c] <=> h2o[r],-0.0846575814323057
O2ter,O2 transport endoplasmic reticulum,o2[c] <=> o2[r],0.0846575814323057
SQ23EPXter,Squalene 2 3 epoxide endoplamic reticular transport,Ssq23epx[r] <=> Ssq23epx[c],0.0846575814323057
LNS14DM,cytochrome P450 lanosterol 14 alpha demethylase NADP ,2.0 h[c] + lanost[c] + 3.0 nadph[c] + 3.0 o2[c] --> 44mctr[c] + for[c] + 4.0 h2o[c] + 3.0 nadp[c],0.08465758143230569
C3STDH1,C 3 sterol dehydrogenase 4 methylzymosterol ,4mzym_int1[c] + nad[c] --> 4mzym_int2[c] + co2[c] + h[c] + nadh[c],0.08465758143230569
C3STDH2,C 3 sterol dehydrogenase zymosterol ,nad[c] + zym_int1[c] --> co2[c] + h[c] + nadh[c] + zym_int2[c],0.08465758143230569
SQLS,Squalene synthase,2.0 frdp[c] + h[c] + nadph[c] --> nadp[c] + 2.0 ppi[c] + sql[c],0.08465758143230569
C3STKR1,C 3 sterol keto reductase 4 methylzymosterol ,4mzym_int2[c] + h[c] + nadph[c] --> 4mzym[c] + nadp[c],0.08465758143230569
C4STMO1,C 4 sterol methyl oxidase 4 4 dimethylzymosterol ,44mzym[c] + 3.0 h[c] + 3.0 nadph[c] + 3.0 o2[c] --> 4mzym_int1[c] + 4.0 h2o[c] + 3.0 nadp[c],0.08465758143230569
C14STR,C 14 sterol reductase,44mctr[c] + h[c] + nadph[c] --> 44mzym[c] + nadp[c],0.08465758143230569
C3STKR2,C 3 sterol keto reductase zymosterol ,h[c] + nadph[c] + zym_int2[c] --> nadp[c] + zymst[c],0.08465758143230567
C4STMO2,C 4 sterol methyl oxidase 4 methylzymosterol ,4mzym[c] + 3.0 h[c] + 3.0 nadph[c] + 3.0 o2[c] --> 4.0 h2o[c] + 3.0 nadp[c] + zym_int1[c],0.08465758143230567
ERGSTter,ergosterol endoplasmic reticular transport,ergst[r] <=> ergst[c],0.07795820317193607
ERGTETROLter,Ergosta 5 6 22 24 28 tetraen 3beta ol endoplamic reticular transport,ergtetrol[c] <=> ergtetrol[r],0.07795820317193607
CHLSTI,cholestenol delta isomerase lumped reaction,amet[c] + o2[c] + zymst[c] --> ahcys[c] + ergtetrol[c] + 2.0 h2o[c] + h[c],0.07795820317193607
C24STRer,C s24 sterol reductase endoplamic reticular,ergtetrol[r] + h[r] + nadph[r] --> ergst[r] + nadp[r],0.07795820317193607
MFAPS_SC,methylene fatty acyl phospholipid synthase yeast specific,amet[c] + 0.01 ptdmeeta_SC[c] --> ahcys[c] + h[c] + 0.01 ptd2meeta_SC[c],0.07662636600681431
PETOHM_SC,phosphatidylethanolamine N methyltransferase yeast specific,amet[c] + 0.01 pe_SC[c] --> ahcys[c] + h[c] + 0.01 ptdmeeta_SC[c],0.07662636600681431
PMETM_SC,Phosphatidyl N methylethanolamine N methyltransferase yeast specific,amet[c] + 0.01 ptd2meeta_SC[c] --> ahcys[c] + h[c] + 0.01 pc_SC[c],0.0766263660068143
DESAT16,Palmitoyl CoA desaturase n C160CoA n C161CoA ,h[c] + nadph[c] + o2[c] + pmtcoa[c] --> 2.0 h2o[c] + hdcoa[c] + nadp[c],0.07593231874355737
DESAT18_2,Oleoyl CoA desaturase n C181CoA n C182CoA ,h[c] + nadph[c] + o2[c] + odecoa[c] --> 2.0 h2o[c] + nadp[c] + ocdycacoa[c],0.07470986668300289
DAGPYP_SC,diacylglycerol pyrophosphate phosphatase yeast specific,h2o[c] + 0.01 pa_SC[c] --> 0.01 12dgr_SC[c] + pi[c],0.05175743521952976
TRIGSY_GLYC,triglycerol yarrowia glycerol synthesis YL,0.01 12dgr_SC[c] + 0.0356 hdcoa[c] + 0.686 ocdycacoa[c] + 0.158 odecoa[c] + 0.104 pmtcoa[c] + 0.0167 stcoa[c] --> coa[c] + 0.01 triglyc_SC[c],0.05174209210631822
RNDR4,ribonucleoside diphosphate reductase UDP ,trdrd[c] + udp[c] --> dudp[c] + h2o[c] + trdox[c],0.04597641671850397
URIDK2r,uridylate kinase dUMP ,atp[c] + dump[c] <=> adp[c] + dudp[c],-0.04597641671850397
NDPK3,nucleoside diphosphate kinase ATPCDP ,atp[c] + cdp[c] --> adp[c] + ctp[c],0.0268074401057889
CYTK1,cytidylate kinase CMP ,atp[c] + cmp[c] <=> adp[c] + cdp[c],0.026807440105788897
DCMPDA,dCMP deaminase,dcmp[c] + h2o[c] + h[c] <=> dump[c] + nh4[c],-0.023080296671315236
DHFtm,dihydrofolate reversible mitochondrial transport,dhf[c] <=> dhf[m],0.022896120047188728
DHFRim,dihydrofolate reductase mitochondrial,dhf[m] + h[m] + nadph[m] --> nadp[m] + thf[m],0.022896120047188728
TMDS,thymidylate synthase,dump[c] + mlthf[c] --> dhf[c] + dtmp[c],0.022896120047188724
DADK,deoxyadenylate kinase,atp[c] + damp[c] <=> adp[c] + dadp[c],-0.02226924279548781
RNDR2,ribonucleoside diphosphate reductase GDP ,gdp[c] + trdrd[c] --> dgdp[c] + h2o[c] + trdox[c],0.020404299668765825
DGK1,deoxyguanylate kinase dGMPATP ,atp[c] + dgmp[c] <=> adp[c] + dgdp[c],-0.020404299668765825
GK2,guanylate kinase GMPdATP ,datp[c] + gmp[c] --> dadp[c] + gdp[c],0.020404299668765648
RNTR1,ribonucleoside triphosphate reductase ATP ,atp[c] + trdrd[c] --> datp[c] + h2o[c] + trdox[c],0.020404299668765648
PINOS_SC,phosphatidylinositol synthase yeast specific,0.01 cdpdag_SC[c] + inost[c] --> cmp[c] + h[c] + 0.01 ptd1ino_SC[c],0.016586511538770998
MI1PS,myo Inositol 1 phosphate synthase,g6p[c] --> mi1p_D[c],0.016586511538770998
MI1PP,myo inositol 1 phosphatase,h2o[c] + mi1p_D[c] --> inost[c] + pi[c],0.016586511538770998
TRE6PS,alpha alpha trehalose phosphate synthase UDP forming ,g6p[c] + udpg[c] --> h[c] + tre6p[c] + udp[c],0.015170890375029722
TRE6PP,trehalose phosphatase,h2o[c] + tre6p[c] --> pi[c] + tre[c],0.015170890375029717
SERATi,serine O acetyltransferase irreversible,accoa[c] + ser_L[c] --> acser[c] + coa[c],0.008031317156095487
CYSS,cysteine synthase,acser[c] + h2s[c] --> ac[c] + cys_L[c] + h[c],0.008031317156095487
ANS,anthranilate synthase,chor[c] + gln_L[c] --> anth[c] + glu_L[c] + h[c] + pyr[c],0.004764639093092488
RNDR1,ribonucleoside diphosphate reductase ADP ,adp[c] + trdrd[c] --> dadp[c] + h2o[c] + trdox[c],0.0018649431267221584
PEtm_SC,phosphatidylethanolamine mitochondrial transport yeast specific,pe_SC[c] <=> pe_SC[m],-0.0012898777139984255
PStm_SC,phosphatidylserine mitochondrial transport yeast specific,ps_SC[c] <=> ps_SC[m],0.0012898777139984255
LRO1_ps,LRO1 ps,0.01 12dgr_SC[c] + 0.01 ps_SC[c] --> 0.01 lps_SC[c] + 0.01 triglyc_SC[c],1.5343113211540246e-05
PL_gps,PL gps,0.01 gps_SC[c] + h2o[c] --> glyc3p[c] + h[c] + ser_L[c],1.5343113211530576e-05
PLB_lps,PLB lps,h2o[c] + 0.01 lps_SC[c] --> 0.01 gps_SC[c] + h[c] + 0.0374 hdcoa[c] + 0.638 ocdycacoa[c] + 0.249 odecoa[c] + 0.0768 pmtcoa[c] + 0.0105 stcoa[c],1.5343113211530572e-05
NADPPPS,NADP phosphatase,h2o[c] + nadp[c] --> nad[c] + pi[c],1.049192269771601e-14
NADPPPSm,NADP phosphatase,h2o[m] + nadp[m] --> nad[m] + pi[m],-9.336275316499811e-15
HMGCOAtm,Hydroxymethylglutaryl CoA reversible mitochondrial transport,hmgcoa[c] <=> hmgcoa[m],1.238035141587673e-15
ACACT1m,acetyl CoA C acetyltransferase mitochondrial,2.0 accoa[m] <=> aacoa[m] + coa[m],-1.238035141587673e-15
HMGCOASm,Hydroxymethylglutaryl CoA synthase mitochondrial,coa[m] + h[m] + hmgcoa[m] <=> aacoa[m] + accoa[m] + h2o[m],1.2380351415876729e-15
ADMDC,adenosylmethionine decarboxylase,amet[c] + h[c] --> ametam[c] + co2[c],6.51540869436519e-16
ACGSm,N acteylglutamate synthase mitochondrial,accoa[m] + glu_L[m] --> acglu[m] + coa[m] + h[m],-2.8245467633164876e-16
PHEt2r,L phenylalanine reversible transport via proton symport,h[e] + phe_L[e] <=> h[c] + phe_L[c],0.0
PPND,prephenate dehydrogenase,nad[c] + pphn[c] --> 34hpp[c] + co2[c] + nadh[c],0.0
PPBNGS,porphobilinogen synthase,2.0 5aop[c] --> 2.0 h2o[c] + h[c] + ppbng[c],0.0
MEVK2,mevalonate kinase ctp ,ctp[c] + mev_R[c] --> 5pmev[c] + cdp[c] + h[c],0.0
PPCDC,phosphopantothenoylcysteine decarboxylase,4ppcys[c] + h[c] --> co2[c] + pan4p[c],0.0
PPCK,phosphoenolpyruvate carboxykinase,atp[c] + oaa[c] --> adp[c] + co2[c] + pep[c],0.0
PPM,phosphopentomutase,r1p[c] <=> r5p[c],0.0
PPNCL2,phosphopantothenate cysteine ligase,4ppan[c] + ctp[c] + cys_L[c] --> 4ppcys[c] + cmp[c] + h[c] + ppi[c],0.0
PIN3K_SC,1 phosphatidylinositol 3 kinase yeast specific,atp[c] + 0.01 ptd1ino_SC[c] --> adp[c] + h[c] + 0.01 ptd3ino_SC[c],0.0
PI4P5K_SC,phosphatidylinositol 4 phosphate 5 kinase yeast specfic,atp[c] + 0.01 ptd4ino_SC[c] --> adp[c] + h[c] + 0.01 ptd145bp_SC[c],0.0
PPPG9tm,protoporphyrinogen IX mitochondrial transport,pppg9[c] <=> pppg9[m],0.0
ADK3,adentylate kinase GTP ,amp[c] + gtp[c] --> adp[c] + gdp[c],0.0
ADK4,adentylate kinase ITP ,amp[c] + itp[c] --> adp[c] + idp[c],0.0
PHETRSm,phenylalanyl tRNA synthetase mitochondrial,atp[m] + phe_L[m] + trnaphe[m] --> amp[m] + phetrna[m] + ppi[m],0.0
PPPGOm,protoporphyrinogen oxidase mitochondrial,3.0 o2[m] + 2.0 pppg9[m] --> 6.0 h2o[m] + 2.0 ppp9[m],0.0
PHEt2m,Phenylalanine mitochondrial transport via proton symport,h[m] + phe_L[m] <=> h[c] + phe_L[c],0.0
ADHAPR_SC,acyldihydroxyacetonephosphate reductase yeast specific,0.01 1agly3p_SC[c] + h[c] + nadph[c] --> 0.01 1ag3p_SC[c] + nadp[c],0.0
PI45BPP_SC,1 phosphatidylinositol 4 5 bisphosphate phosphodiesterase yeast specific,h2o[c] + 0.01 ptd145bp_SC[c] --> 0.01 12dgr_SC[c] + h[c] + mi145p[c],0.0
PI3P4K_SC,phosphatidylinositol 3 phosphate 4 kinase yeast specific,atp[c] + 0.01 ptd3ino_SC[c] --> adp[c] + h[c] + 0.01 ptd134bp_SC[c],0.0
ADK3m,adentylate kinase GTP ,amp[m] + gtp[m] <=> adp[m] + gdp[m],0.0
ADNt2,adenosine transport in via proton symport,adn[e] + h[e] --> adn[c] + h[c],0.0
POLYAO2,poylamine oxidase,N1sprm[c] + h2o[c] + o2[c] --> N1aspmd[c] + aproa[c] + h2o2[c],0.0
PGPPAm_SC,phosphatidylglycerol phosphate phosphatase A yeast specific mitochondrial,h2o[m] + 0.01 pgp_SC[m] --> 0.01 pg_SC[m] + pi[m],0.0
MHPGLUT,5 methyltetrahydropteroyltriglutamate homocysteine S methyltransferase,hcys_L[c] + mhpglu[c] --> hpglu[c] + met_L[c],0.0
ALDD2y,aldehyde dehydrogenase acetaldehyde NADP ,acald[c] + h2o[c] + nad[c] --> ac[c] + 2.0 h[c] + nadh[c],0.0
PIt2p,phosphate peroxisomal transport via proton symport,h[c] + pi[c] <=> h[x] + pi[x],0.0
ADEtm,adenine reversible transport mitochondria,ade[c] <=> ade[m],0.0
ADNUC,adenosine hydrolase,adn[c] + h2o[c] --> ade[c] + rib_D[c],0.0
PIt2v,phosphate vacuolar transport via proton symport,h[c] + pi[c] <=> h[v] + pi[v],0.0
ADNCYC,adenylate cyclase,atp[c] --> camp[c] + ppi[c],0.0
PHCDm,L 1 pyrroline 3 hydroxy 5 carboxylate dehydrogenase,1p3h5c[m] + 2.0 h2o[m] + nad[m] --> e4hglu[m] + h[m] + nadh[m],0.0
PMDPHT,pyrimidine phosphatase,5aprbu[c] + h2o[c] --> 4r5au[c] + pi[c],0.0
AGT,alanine glyoxylate transaminase,ala_L[c] + glx[c] <=> gly[c] + pyr[c],0.0
MEVK3,mevalonate kinase gtp ,gtp[c] + mev_R[c] --> 5pmev[c] + gdp[c] + h[c],0.0
ADK4m,adentylate kinase ITP mitochondrial,amp[m] + itp[m] <=> adp[m] + idp[m],0.0
PHETRS,Phenylalanyl tRNA synthetase,atp[c] + phe_L[c] + trnaphe[c] --> amp[c] + phetrna[c] + ppi[c],0.0
PMPK,phosphomethylpyrimidine kinase,4ampm[c] + atp[c] --> 2mahmp[c] + adp[c],0.0
PNTK,pantothenate kinase,atp[c] + pnto_R[c] --> 4ppan[c] + adp[c] + h[c],0.0
ADPT,adenine phosphoribosyltransferase,ade[c] + prpp[c] --> amp[c] + ppi[c],0.0
PNTOt2,Pantothenate reversible transport via proton symport,h[e] + pnto_R[e] <=> h[c] + pnto_R[c],0.0
PIN4Kn_SC,phosphatidylinositol 4 kinase nuclear yeast specifc,atp[n] + 0.01 ptd1ino_SC[n] --> adp[n] + h[n] + 0.01 ptd4ino_SC[n],0.0
POLYAO,polyamine oxidase,N1aspmd[c] + h2o[c] + o2[c] --> aproa[c] + aprut[c] + h2o2[c],0.0
PIN4K_SC,phosphatidylinositol 4 kinase yeast specific,atp[c] + 0.01 ptd1ino_SC[c] --> adp[c] + h[c] + 0.01 ptd4ino_SC[c],0.0
PRO1xm,proline oxidase NAD mitochondrial,nad[m] + pro_L[m] --> 1pyr5c[m] + 2.0 h[m] + nadh[m],0.0
ADEt2,adenine transport in via proton symport,ade[e] + h[e] --> ade[c] + h[c],0.0
ADCS,4 amino 4 deoxychorismate synthase,chor[c] + gln_L[c] --> 4adcho[c] + glu_L[c],0.0
PTPATim,panthetheine phosphate adenylyltransferase,atp[m] + h[m] + pan4p[m] --> dpcoa[m] + ppi[m],0.0
PTRCt2,putrescine transport in via proton symport,h[e] + ptrc[e] --> h[c] + ptrc[c],0.0
METB1,metb1,achms[c] + cys_L[c] --> ac[c] + cyst_L[c] + h[c],0.0
PUNP1,purine nucleoside phosphorylase Adenosine ,adn[c] + pi[c] <=> ade[c] + r1p[c],0.0
PUNP1m,purine nucleoside phosphorylase Adenosine mitochondrial,adn[m] + pi[m] <=> ade[m] + r1p[m],0.0
PUNP2,purine nucleoside phosphorylase Deoxyadenosine ,dad_2[c] + pi[c] <=> 2dr1p[c] + ade[c],0.0
ALLTNr,allantoinase reversible reaction,alltn[c] + h2o[c] <=> alltt[c] + h[c],0.0
PUNP3,purine nucleoside phosphorylase Guanosine ,gsn[c] + pi[c] <=> gua[c] + r1p[c],0.0
PUNP3m,purine nucleoside phosphorylase Guanosine mitochondrial,gsn[m] + pi[m] <=> gua[m] + r1p[m],0.0
PUNP4,purine nucleoside phosphorylase Deoxyguanosine ,dgsn[c] + pi[c] <=> 2dr1p[c] + gua[c],0.0
PUNP5,purine nucleoside phosphorylase Inosine ,ins[c] + pi[c] <=> hxan[c] + r1p[c],0.0
PUNP6,purine nucleoside phosphorylase Deoxyinosine ,din[c] + pi[c] <=> 2dr1p[c] + hxan[c],0.0
PUNP7,purine nucleoside phosphorylase Xanthosine ,pi[c] + xtsn[c] <=> r1p[c] + xan[c],0.0
PYAM5PO,pyridoxamine 5 phosphate oxidase,h2o[c] + o2[c] + pyam5p[c] --> h2o2[c] + nh4[c] + pydx5p[c],0.0
PYDAMK,pyridoxamine kinase,atp[c] + pydam[c] --> adp[c] + h[c] + pyam5p[c],0.0
PYDXK,pyridoxal kinase,atp[c] + pydx[c] --> adp[c] + h[c] + pydx5p[c],0.0
PYDXNK,pyridoxine kinase,atp[c] + pydxn[c] --> adp[c] + h[c] + pdx5p[c],0.0
PYDXNO,pyridoxine oxidase,o2[c] + pydxn[c] <=> h2o2[c] + pydx[c],0.0
PYDXO,pyridoxal oxidase,2.0 h2o[c] + nh4[c] + 0.5 o2[c] + pydx[c] <=> 2.0 h2o2[c] + pydam[c],0.0
ACONTm,Aconitate hydratase,cit[m] <=> icit[m],0.0
PYNP2r,pyrimidine nucleoside phosphorylase uracil ,pi[c] + uri[c] <=> r1p[c] + ura[c],0.0
PYR5CDm,D1 pyrroline 5 carboxylate dehydrogenase mitochondrial,glu5sa[m] + h2o[m] + nadp[m] --> glu_L[m] + 2.0 h[m] + nadph[m],0.0
PYRDC,pyruvate decarboxylase,h[c] + pyr[c] --> acald[c] + co2[c],0.0
PYRt2,pyruvate transport in via proton symport,h[e] + pyr[e] --> h[c] + pyr[c],0.0
ACOATAm,Acetyl CoA ACP transacylase,ACP[m] + accoa[m] <=> acACP[m] + coa[m],0.0
PTPATi,pantetheine phosphate adenylyltransferase,atp[c] + h[c] + pan4p[c] --> dpcoa[c] + ppi[c],0.0
PTD4INOtn_SC,phosphatidyl 1D myo 4 inositol nuclear transport yeast specific,ptd4ino_SC[c] <=> ptd4ino_SC[n],0.0
PTD1INOtn_SC,phosphatidyl 1D myo insoitol nuclear transport yeast specific,ptd1ino_SC[c] <=> ptd1ino_SC[n],0.0
ACtm,acetate transport mitochondrial,ac[c] <=> ac[m],0.0
ALLTAHr,Allantoate amidinohydrolase reversible,alltt[c] + h2o[c] <=> urdglyc[c] + urea[c],0.0
ADCL,4 aminobenzoate synthase,4adcho[c] --> 4abz[c] + h[c] + pyr[c],0.0
METt2r,L methionine reversible transport via proton symport,h[e] + met_L[e] <=> h[c] + met_L[c],0.0
METt2m,methionine mitochondrial transport via proton symport,h[m] + met_L[m] <=> h[c] + met_L[c],0.0
METTRSm,methionyl tRNA synthetase mitochondrial,atp[m] + met_L[m] + trnamet[m] --> amp[m] + mettrna[m] + ppi[m],0.0
ACtp,acetate transport peroxisomal,ac[c] <=> ac[x],0.0
METTRS,Methionyl tRNA synthetase,atp[c] + met_L[c] + trnamet[c] --> amp[c] + mettrna[c] + ppi[c],0.0
INSTt2,inositol transport in via proton symport,h[e] + inost[e] --> h[c] + inost[c],0.0
PROTRS,Prolyl tRNA synthetase,atp[c] + pro_L[c] + trnapro[c] --> amp[c] + ppi[c] + protrna[c],0.0
PROt2r,L proline reversible transport via proton symport,h[e] + pro_L[e] <=> h[c] + pro_L[c],0.0
PROtm,L proline transport mitochondrial,pro_L[c] <=> pro_L[m],0.0
PRPPtm,PRPP reversible transport mitochondrial,prpp[c] <=> prpp[m],0.0
PStv_SC,phosphatidylserine vacuolar transport yeast specific,ps_SC[c] <=> ps_SC[v],0.0
ACt2r,acetate reversible transport via proton symport,ac[e] + h[e] <=> ac[c] + h[c],0.0
PSERDg_SC,phosphatidylserine decarboxylase yeast specific Golgi,h[g] + 0.01 ps_SC[g] --> co2[g] + 0.01 pe_SC[g],0.0
ACSp,acetyl CoA synthetase,ac[x] + atp[x] + coa[x] --> accoa[x] + amp[x] + ppi[x],0.0
PSERDv_SC,phosphatidylserine decarboxylase yeast specific vacuolar,h[v] + 0.01 ps_SC[v] --> co2[v] + 0.01 pe_SC[v],0.0
ACRNtp,acetylcarnitine transport out of peroxisome,acrn[x] --> acrn[c],0.0
PSERSm_SC,phosphatidylserine synthase yeast specific mitochondrial,0.01 cdpdag_SC[m] + ser_L[m] <=> cmp[m] + h[m] + 0.01 ps_SC[m],0.0
ACRNtm,O acetylcarnintine transport into mitochondria via diffusion,acrn[c] --> acrn[m],0.0
PSPHPL,phytosphingosine phosphate lyase,psph1p[c] --> 2hhxdal[c] + ethamp[c],0.0
PSPHS,Phytosphingosine synthesis,h[c] + nadph[c] + o2[c] + sphgn[c] --> h2o[c] + nadp[c] + psphings[c],0.0
ACP1e,acid phosphatase extracellular secreted ,fmn[e] + h2o[e] --> pi[e] + ribflv[e],0.0
PStg_SC,phosphatidylserine Golgi transport yeast specific,ps_SC[c] <=> ps_SC[g],0.0
AHCYStm,S adenosyl L homocysteine reversible transport mitochondrial,ahcys[c] <=> ahcys[m],0.0
NADS1,NAD synthase nh3 ,atp[c] + dnad[c] + nh4[c] --> amp[c] + h[c] + nad[c] + ppi[c],0.0
AHCYStn,S adenosyl L homocysteine nuclear transport,ahcys[c] <=> ahcys[n],0.0
NADK,NAD kinase,atp[c] + nad[c] --> adp[c] + h[c] + nadp[c],0.0
NNDPR,nicotinate nucleotide diphosphorylase carboxylating ,2.0 h[c] + prpp[c] + quln[c] --> co2[c] + nicrnt[c] + ppi[c],0.0
